value;params_bootstrap;params_criterion;params_max_depth;params_max_features;params_max_leaf_nodes;params_min_samples_leaf;params_min_samples_split;params_n_estimators;scaled;pca
0.753246753;True;entropy;24;log2;805;0.010704913;0.088372822;236;0;0
0.746753247;False;gini;44;log2;147;0.000943366;0.001048592;293;0;0
0.688311688;False;entropy;9;sqrt;271;0.352990253;0.516435094;936;0;0
0.74025974;False;log_loss;14;sqrt;552;0.000169847;0.06499133;27;0;0
0.642857143;True;log_loss;27;;597;0.379281967;0.001171813;665;0;0
0.733766234;False;log_loss;93;;862;0.022957167;0.016743744;495;0;0
0.733766234;False;gini;96;log2;700;0.000398764;0.50127154;696;0;0
0.707792208;False;entropy;79;log2;369;0.42739206;0.00785093;696;0;0
0.766233766;False;entropy;71;log2;753;0.05661261;0.067848566;634;0;0
0.642857143;True;log_loss;64;log2;255;0.005724766;0.986961322;400;0;0
0.720779221;False;entropy;37;log2;159;0.330088515;0.000753099;832;0;0
0.75974026;False;log_loss;82;log2;188;0.076894313;0.453871882;981;0;0
0.74025974;False;entropy;75;;778;0.193886391;0.031678249;133;0;0
0.642857143;True;gini;12;;370;0.397431288;0.003736597;916;0;0
0.727272727;True;log_loss;48;log2;488;0.184844724;0.000404733;130;0;0
0.772727273;True;entropy;16;;431;0.015249866;0.000105473;273;0;0
0.766233766;True;entropy;44;;100;0.000551463;0.062447115;426;0;0
0.753246753;True;entropy;85;sqrt;306;0.000741496;0.007275711;999;0;0
0.733766234;False;gini;43;log2;251;0.000250288;0.000248364;49;0;0
0.766233766;False;log_loss;61;sqrt;332;0.008947629;0.011554733;737;0;0
0.74025974;True;gini;1;log2;608;0.185342565;0.539128474;813;0;0
0.642857143;True;gini;10;log2;205;0.031022456;0.984833802;267;0;0
0.772727273;False;entropy;31;;567;0.088804564;0.000847777;258;0;0
0.74025974;False;gini;67;;491;0.459507245;0.022140942;657;0;0
0.766233766;True;entropy;62;;526;0.034402012;0.001407168;991;0;0
0.75974026;True;log_loss;92;;30;0.00032929;0.000915323;986;0;0
0.766233766;True;entropy;92;sqrt;375;0.026949036;0.002406691;483;0;0
0.779220779;True;entropy;92;sqrt;343;0.047103469;0.000934889;641;0;0
0.75974026;True;entropy;49;sqrt;728;0.024005328;0.001333981;938;0;0
0.74025974;False;gini;51;sqrt;411;0.001027852;0.000146972;290;0;0
0.733766234;True;gini;98;sqrt;253;0.163868321;0.001568159;375;0;0
0.772727273;True;gini;14;;631;0.018389727;0.00052456;540;0;0
0.642857143;True;gini;22;;375;0.000318356;0.796383859;683;0;0
0.74025974;False;gini;88;sqrt;594;0.003601074;0.000104942;88;0;0
0.785714286;True;entropy;35;log2;611;0.005711337;0.177324052;798;0;0
0.733766234;False;entropy;21;;914;0.015137964;0.000149803;327;0;0
0.753246753;True;log_loss;71;;979;0.005678106;0.000100576;156;0;0
0.753246753;False;entropy;67;;209;0.009484457;0.000738773;258;0;0
0.733766234;False;gini;89;log2;215;0.233308561;0.025346537;460;0;0
0.74025974;False;entropy;84;;584;0.000102154;0.99514947;199;0;0
0.74025974;True;gini;34;;327;0.17185056;0.000970948;296;0;0
0.746753247;False;log_loss;64;sqrt;643;0.000385234;0.000925977;504;0;0
0.772727273;True;entropy;41;log2;952;0.000181708;0.113644823;84;0;0
0.746753247;True;log_loss;59;log2;265;0.000472915;0.00018011;123;0;0
0.746753247;True;entropy;27;;869;0.164245546;0.586485321;496;0;0
0.733766234;False;gini;35;;709;0.001553409;0.052708739;464;0;0
0.772727273;True;entropy;91;log2;128;0.005367387;0.000403663;19;0;0
0.746753247;False;entropy;88;log2;34;0.127382791;0.018707849;347;0;0
0.772727273;False;gini;70;;848;0.01181697;0.221761641;262;0;0
0.75974026;True;entropy;18;;641;0.016847022;0.227690992;773;0;0
0.733766234;False;gini;50;sqrt;885;0.000216922;0.016359442;179;0;0
0.766233766;True;entropy;34;;754;0.011876163;0.018040722;246;0;0
0.753246753;False;log_loss;1;;980;0.419536514;0.001733579;310;0;0
0.74025974;False;gini;91;;83;0.218802988;0.001528257;201;0;0
0.766233766;True;entropy;53;;635;0.052885344;0.263621537;636;0;0
0.75974026;True;entropy;61;sqrt;600;0.000212437;0.276750864;364;0;0
0.74025974;False;gini;78;;975;0.325208226;0.003900189;68;0;0
0.753246753;True;entropy;1;;988;0.017868422;0.125884514;392;0;0
0.766233766;False;entropy;5;sqrt;413;0.007183365;0.000744594;465;0;0
0.779220779;True;log_loss;67;log2;847;0.011487404;0.138821498;80;0;0
0.753246753;True;gini;18;;927;0.002180692;0.000129003;879;0;0
0.753246753;False;entropy;38;log2;121;0.000192157;0.064813331;315;0;0
0.642857143;True;entropy;99;;784;0.397585365;0.046101394;630;0;0
0.694805195;False;entropy;96;;182;0.004764999;0.002404177;186;0;0
0.753246753;False;entropy;19;sqrt;632;0.011230673;0.000388344;487;0;0
0.753246753;True;log_loss;63;sqrt;183;0.001336234;0.005990084;667;1;0
0.746753247;False;gini;15;log2;992;0.12536032;0.000479824;398;1;0
0.75974026;True;entropy;63;log2;312;0.020484486;0.000504882;155;1;0
0.753246753;False;gini;45;;737;0.008920189;0.013452163;349;1;0
0.694805195;False;log_loss;74;sqrt;2;0.346967419;0.034415638;389;1;0
0.753246753;True;gini;84;sqrt;140;0.000378358;0.001139134;437;1;0
0.74025974;False;gini;55;;551;0.259997015;0.001042455;244;1;0
0.642857143;True;log_loss;3;;252;0.350922197;0.000132637;693;1;0
0.675324675;False;entropy;73;sqrt;220;0.003372568;0.960648777;628;1;0
0.75974026;True;gini;81;log2;710;0.000100131;0.029060269;296;1;0
0.746753247;False;log_loss;75;sqrt;654;0.003177619;0.013740992;703;1;0
0.772727273;False;entropy;22;log2;948;0.064141031;0.040250933;326;1;0
0.772727273;False;gini;90;sqrt;736;0.052077261;0.000850754;335;1;0
0.766233766;True;log_loss;74;;130;0.031050112;0.056803792;801;1;0
0.766233766;False;gini;41;sqrt;909;0.035319989;0.001446301;484;1;0
0.753246753;True;log_loss;19;sqrt;807;0.006981731;0.070934583;911;1;0
0.733766234;False;log_loss;75;log2;468;0.000102032;0.721298744;828;1;0
0.779220779;True;gini;7;log2;157;0.04498684;0.107693451;636;1;0
0.75974026;True;log_loss;75;sqrt;841;0.000131479;0.000297629;225;1;0
0.766233766;True;entropy;77;;788;0.00013311;0.291354097;553;1;0
0.746753247;False;gini;95;log2;480;0.000310586;0.038149176;952;1;0
0.701298701;True;gini;56;sqrt;888;0.000125585;0.55524714;223;1;0
0.772727273;False;gini;3;log2;150;0.008447698;0.019260912;417;1;0
0.766233766;True;entropy;13;log2;682;0.000284053;0.004471306;724;1;0
0.779220779;True;log_loss;27;log2;351;0.00765793;0.013692713;685;1;0
0.746753247;True;entropy;46;sqrt;913;0.00162843;0.000132506;652;1;0
0.733766234;False;gini;90;sqrt;530;0.000224361;0.000271393;963;1;0
0.746753247;True;log_loss;72;sqrt;590;0.001707401;0.00701336;868;1;0
0.753246753;False;entropy;44;sqrt;770;0.001166237;0.314931154;842;1;0
0.746753247;True;gini;20;log2;740;0.000134125;0.021545011;663;1;0
0.772727273;True;entropy;63;sqrt;596;0.067531611;0.007906415;220;1;0
0.720779221;False;gini;65;;493;0.005559625;0.000308522;631;1;0
0.753246753;True;gini;16;log2;57;0.004051553;0.058377;275;1;0
0.75974026;False;log_loss;33;sqrt;234;0.00034839;0.221634455;900;1;0
0.772727273;True;entropy;57;sqrt;840;0.000167969;0.057876479;118;1;0
0.746753247;True;log_loss;92;;896;0.170163268;0.589003801;275;1;0
0.766233766;True;log_loss;43;;428;0.047802645;0.007947363;863;1;0
