value;params_C;params_class_weight;params_max_iter;params_penalty;params_solver;params_tol;scaled;pca
0.502439024;7.39E-05;;300;l1;saga;1.19E-05;0;0
0.697560976;4.569381952;;465;l1;saga;0.001162601;0;0
0.72195122;0.054353402;;808;l1;saga;0.00075512;0;0
0.697560976;1345.918182;balanced;263;l2;saga;1.29E-05;0;0
0.8;459.5825326;;854;l2;liblinear;0.01243981;0;0
0.790243902;81805.97229;;403;l2;liblinear;0.019780011;0;0
0.692682927;0.0011217;balanced;367;l2;liblinear;0.000674919;0;0
0.653658537;2.34E-05;balanced;151;l2;liblinear;0.001820059;0;0
0.785365854;0.888751489;;681;l2;liblinear;6.07E-05;0;0
0.8;5212.12803;balanced;495;l2;liblinear;0.000151615;0;0
0.682926829;10.58925809;;349;l1;saga;0.006251336;0;0
0.502439024;0.000277294;;817;l1;saga;0.012019821;0;0
0.702439024;119.4741292;balanced;333;l1;saga;0.000132377;0;0
0.804878049;7277.429824;;273;l1;liblinear;0.073455368;0;0
0.8;78.94718619;balanced;351;l1;liblinear;0.006792156;0;0
0.8;42753.22538;balanced;430;l1;liblinear;0.004129398;0;0
0.643902439;0.003327094;balanced;806;l1;liblinear;0.015356291;0;0
0.8;130.9797448;balanced;745;l1;liblinear;0.00112512;0;0
0.751219512;12466.05273;balanced;997;l2;saga;5.89E-05;0;0
0.673170732;6982.665833;;672;l2;saga;0.007995093;0;0
0.795121951;2038.908993;;754;l1;liblinear;0.001530166;0;0
0.497560976;6.64E-05;balanced;375;l1;liblinear;1.49E-05;0;0
0.63902439;1.22E-05;;208;l2;saga;0.000214391;0;0
0.790243902;8.585180133;;919;l2;liblinear;0.019048143;0;0
0.497560976;0.000114936;balanced;949;l1;liblinear;0.000362371;0;0
0.8;11.90293356;balanced;378;l1;liblinear;0.006032636;0;0
0.785365854;34.71919644;;257;l2;liblinear;0.011302241;0;0
0.697560976;275.3227495;;420;l2;saga;0.000126644;0;0
0.795121951;1.964595592;;358;l1;liblinear;0.000312328;0;0
0.67804878;0.168032263;;806;l1;saga;0.002960845;0;0
0.697560976;101.2311231;balanced;485;l1;saga;0.003094513;0;0
0.648780488;1.85E-05;balanced;750;l2;liblinear;0.001080429;0;0
0.668292683;0.522414067;;885;l2;saga;0.014393443;0;0
0.497560976;1.43E-05;balanced;548;l1;liblinear;7.52E-05;0;0
0.790243902;50.83570391;;362;l2;liblinear;0.072787113;0;0
0.67804878;1591.043062;;824;l1;saga;0.02159278;0;0
0.648780488;0.056412462;balanced;275;l2;saga;0.030262144;0;0
0.804878049;56141.9878;balanced;172;l2;liblinear;0.001186228;0;0
0.785365854;0.347035333;;575;l2;liblinear;0.000233252;0;0
0.697560976;10.61237473;balanced;325;l2;saga;0.004472759;0;0
0.668292683;6.200509686;;556;l1;saga;0.061032518;0;0
0.795121951;5.656073325;;604;l2;liblinear;0.000196473;0;0
0.785365854;0.02289153;balanced;778;l2;liblinear;0.000215222;0;0
0.804878049;1121.093983;balanced;562;l1;liblinear;0.031772546;0;0
0.697560976;6.144644669;;399;l2;saga;0.001558068;0;0
0.775609756;0.064578975;balanced;377;l2;liblinear;0.082659248;0;0
0.673170732;0.010986081;;491;l1;liblinear;0.000292191;0;0
0.668292683;0.000420402;;345;l2;liblinear;0.007039736;0;0
0.658536585;8.38E-05;;262;l2;liblinear;0.094975613;0;0
0.658536585;3.22E-05;balanced;692;l2;liblinear;0.002683754;0;0
0.658536585;0.000540917;;865;l2;saga;0.048854794;0;0
0.648780488;1.776417509;balanced;650;l2;saga;0.027988169;0;0
0.687804878;0.052005031;balanced;161;l2;saga;4.20E-05;0;0
0.502439024;4.35E-05;;371;l1;saga;0.024107113;0;0
0.8;8394.720101;balanced;205;l1;liblinear;0.007087359;0;0
0.692682927;0.003735206;balanced;916;l2;saga;0.000536803;0;0
0.72195122;1.146691393;;615;l1;saga;8.60E-05;0;0
0.668292683;0.192563658;;495;l1;saga;0.01128666;0;0
0.765853659;0.019905577;;671;l2;liblinear;0.000492959;0;0
0.702439024;20.23862144;;482;l1;saga;0.000779496;0;0
0.668292683;0.042600876;;663;l1;saga;0.012114917;0;0
0.590243902;0.000602215;balanced;131;l1;liblinear;1.19E-05;0;0
0.663414634;0.000221585;;739;l2;liblinear;0.061581538;0;0
0.741463415;469.3204357;balanced;870;l1;saga;7.87E-05;0;0
0.8;241.4256839;;590;l2;liblinear;0.003433257;0;0
0.795121951;37.95362656;;884;l2;liblinear;3.14E-05;0;0
0.795121951;78.58863816;;167;l2;liblinear;1.49E-05;0;0
0.707317073;272.4269616;;512;l1;saga;0.000734615;0;0
0.804878049;1.321546552;balanced;529;l2;liblinear;2.07E-05;0;0
0.795121951;317.797611;;945;l1;liblinear;0.00024066;0;0
0.8;226.1715742;balanced;992;l2;liblinear;2.63E-05;0;0
0.692682927;199.7555395;balanced;393;l1;saga;0.001797941;0;0
0.687804878;1156.924026;;575;l1;saga;0.005633003;0;0
0.8;27.18432158;balanced;717;l1;liblinear;0.000391313;0;0
0.658536585;0.005912107;;641;l1;saga;0.052690437;0;0
0.707317073;21908.73124;balanced;456;l2;saga;2.04E-05;0;0
0.658536585;0.000303421;balanced;995;l2;saga;1.67E-05;0;0
0.746341463;0.00903672;;472;l2;liblinear;0.000699375;0;0
0.663414634;0.000136784;;658;l2;saga;0.0415169;0;0
0.790243902;7180.689721;;638;l2;liblinear;0.023593038;0;0
0.746341463;0.672030132;;826;l2;saga;0.000100178;0;0
0.795121951;5546.54806;;289;l1;liblinear;5.56E-05;0;0
0.804878049;10665.94565;;664;l2;liblinear;0.001523899;0;0
0.663414634;0.000129044;;274;l2;saga;1.41E-05;0;0
0.692682927;0.02535042;balanced;402;l2;saga;4.47E-05;0;0
0.648780488;3.48E-05;;351;l2;saga;0.016171372;0;0
0.497560976;4.59E-05;;661;l1;liblinear;0.059974782;0;0
0.795121951;55.13552682;;180;l1;liblinear;0.00017021;0;0
0.682926829;0.002044791;;176;l2;saga;0.000803677;0;0
0.497560976;1.22E-05;balanced;301;l1;liblinear;1.66E-05;0;0
0.775609756;0.049889316;balanced;797;l1;liblinear;0.003879215;0;0
0.795121951;128.5809207;;458;l1;liblinear;8.58E-05;0;0
0.673170732;212.6061057;;290;l1;saga;0.00750012;0;0
0.56097561;0.000463707;;389;l1;saga;0.007919072;0;0
0.692682927;0.016834385;;876;l1;saga;0.000653085;0;0
0.736585366;0.039046635;;383;l1;liblinear;0.000194456;0;0
0.746341463;0.009646152;;282;l2;liblinear;0.001568725;0;0
0.795121951;7.382028845;;828;l2;liblinear;0.00010204;0;0
0.63902439;1.54E-05;balanced;794;l2;liblinear;0.000619845;0;0
0.497560976;0.000191843;balanced;311;l1;saga;1.40E-05;0;0
0.697560976;443.9230772;;931;l2;saga;0.002246551;0;0
0.67804878;105.0766655;balanced;150;l2;saga;3.49E-05;0;0
0.643902439;0.005047394;balanced;358;l1;saga;1.18E-05;0;0
0.697560976;23917.87464;;767;l2;saga;0.002017317;0;0
0.741463415;136.5391665;balanced;957;l1;saga;1.56E-05;0;0
0.756097561;672.0686772;;973;l2;saga;1.23E-05;0;0
0.790243902;0.178645049;;381;l1;liblinear;0.000685451;0;0
0.8;65.17325538;;918;l2;liblinear;0.008569936;0;0
0.668292683;5.920053549;balanced;681;l2;saga;0.008774281;0;0
0.697560976;0.016959515;;915;l1;saga;1.29E-05;0;0
0.502439024;0.000177349;;815;l1;liblinear;0.002446992;0;0
0.804878049;1.22238448;balanced;332;l2;liblinear;0.001653995;0;0
0.795121951;0.274494126;;494;l1;liblinear;0.000287351;0;0
0.614634146;0.000817929;;910;l1;saga;0.023775751;0;0
0.790243902;1348.176494;;740;l2;liblinear;0.015587663;0;0
0.8;5.084913982;balanced;463;l1;liblinear;0.000595288;0;0
0.804878049;216.2314189;;683;l1;liblinear;0.065410961;0;0
0.804878049;72.30775587;;625;l1;liblinear;0.066146049;0;0
0.804878049;659.3919978;balanced;661;l2;liblinear;0.002778334;0;0
0.804878049;1.818361188;balanced;540;l2;liblinear;0.01847455;0;0
0.634146341;1.20E-05;balanced;830;l2;liblinear;0.011134591;0;0
0.673170732;0.020097039;;294;l1;saga;0.00540767;0;0
0.804878049;104.0806037;;980;l1;liblinear;0.053111066;0;0
0.775609756;0.109269058;balanced;432;l1;liblinear;0.000302425;0;0
0.502439024;8.60E-05;balanced;315;l1;saga;0.001286877;0;0
0.785365854;0.888550464;;946;l1;liblinear;9.90E-05;0;0
0.804878049;19.90570342;;736;l1;liblinear;0.084237965;0;0
0.692682927;3643.293636;balanced;571;l1;saga;0.005220956;0;0
0.658536585;0.001086563;balanced;572;l2;saga;0.035713743;0;0
0.67804878;47638.81599;balanced;882;l1;saga;0.006548743;0;0
0.785365854;0.115919874;;276;l1;liblinear;0.000966056;0;0
0.8;36.33815848;balanced;838;l1;liblinear;0.004988492;0;0
0.658536585;6.442043134;balanced;784;l2;saga;0.032793224;0;0
0.795121951;302.9606594;;965;l2;liblinear;0.000265629;0;0
0.668292683;368.5994199;balanced;654;l1;saga;0.008018008;0;0
0.668292683;58.4272836;;348;l2;saga;0.030466219;0;0
0.697560976;0.003709241;;526;l2;saga;0.000945875;0;0
0.629268293;1.38E-05;balanced;567;l2;saga;6.47E-05;0;0
0.682926829;8940.182787;;663;l1;saga;0.00635639;0;0
0.8;5420.06688;balanced;627;l2;liblinear;0.00023829;0;0
0.790243902;1.491282245;;893;l2;liblinear;0.027716928;0;0
0.697560976;1528.783882;balanced;691;l1;saga;0.003395108;0;0
0.795121951;30929.84634;;286;l2;liblinear;1.12E-05;0;0
0.687804878;320.36238;;232;l1;saga;2.50E-05;0;0
0.653658537;2.88E-05;;863;l2;saga;0.000179;0;0
0.8;24428.59757;balanced;110;l2;liblinear;4.23E-05;0;0
0.795121951;156.7588852;;981;l2;liblinear;0.001405052;0;0
0.663414634;0.000169383;;441;l2;liblinear;0.002033584;0;0
0.785365854;0.101557033;;521;l1;liblinear;2.08E-05;0;0
0.692682927;0.2651421;;296;l1;saga;0.00193278;0;0
0.795121951;167.3056383;;356;l2;liblinear;1.25E-05;0;0
0.72195122;251.6397186;;654;l1;saga;2.54E-05;0;0
0.785365854;0.45105502;;263;l2;liblinear;0.004447826;0;0
0.702439024;0.007796981;;748;l2;saga;5.78E-05;0;0
0.697560976;0.001874133;;433;l2;liblinear;0.000782885;0;0
0.648780488;3.226335037;balanced;271;l1;saga;0.027660566;0;0
0.804878049;680.7499726;balanced;765;l1;liblinear;0.073290523;0;0
0.658536585;9.436850704;balanced;613;l2;saga;0.01892469;0;0
0.687804878;0.01339081;balanced;855;l1;saga;7.17E-05;0;0
0.795121951;83291.41436;;916;l2;liblinear;0.000161921;0;0
0.8;71.36885296;balanced;965;l2;liblinear;0.00036482;0;0
0.702439024;26.67904488;;281;l1;saga;7.88E-05;0;0
0.668292683;0.010368957;;659;l1;liblinear;1.15E-05;0;0
0.575609756;0.000559566;balanced;322;l1;liblinear;0.007848219;0;0
0.502439024;0.000190114;;444;l1;saga;1.29E-05;0;0
0.8;51160.36424;balanced;467;l1;liblinear;7.98E-05;0;0
0.497560976;3.33E-05;balanced;692;l1;saga;0.009490907;0;0
0.746341463;90.89254663;;900;l2;saga;0.000421318;0;0
0.72195122;253.6042025;balanced;744;l2;saga;0.000648727;0;0
0.8;33681.04687;balanced;655;l1;liblinear;0.006111081;0;0
0.668292683;0.000476165;balanced;315;l2;saga;8.12E-05;0;0
0.653658537;0.000124243;balanced;638;l2;liblinear;0.001486467;0;0
0.692682927;0.046135051;;972;l1;saga;0.001953457;0;0
0.790243902;0.060767847;;516;l2;liblinear;0.027049662;0;0
0.756097561;303.6616118;;987;l1;saga;9.89E-05;0;0
0.795121951;2158.6256;;642;l1;liblinear;0.014611509;0;0
0.809756098;10374.28639;;743;l2;liblinear;0.001603187;0;0
0.8;0.470037467;;582;l1;liblinear;0.000606271;0;0
0.590243902;0.000597886;balanced;166;l1;saga;0.000104212;0;0
0.8;9588.204887;balanced;146;l1;liblinear;0.001001889;0;0
0.575609756;0.00058294;balanced;235;l1;liblinear;0.000137369;0;0
0.790243902;46620.99519;balanced;301;l2;liblinear;0.029175109;0;0
0.575609756;0.00046933;balanced;187;l1;liblinear;5.90E-05;0;0
0.497560976;1.88E-05;;440;l1;liblinear;0.015167788;0;0
0.697560976;0.013843432;balanced;927;l2;saga;0.002981948;0;0
0.648780488;1.69E-05;;338;l2;liblinear;0.003732197;0;0
0.795121951;192.6124987;;471;l1;liblinear;6.34E-05;0;0
0.692682927;3.850017026;balanced;426;l2;saga;0.002093438;0;0
0.668292683;0.005096855;;929;l1;saga;5.98E-05;0;0
0.795121951;114.566513;;681;l1;liblinear;0.01072277;0;0
0.785365854;0.924054526;;876;l1;liblinear;0.019136138;0;0
0.663414634;0.00015986;;192;l2;liblinear;2.56E-05;0;0
0.726829268;0.004542942;;897;l2;liblinear;0.002243074;0;0
0.687804878;62381.08285;;577;l1;saga;0.005225599;0;0
0.697560976;66616.22434;;536;l2;liblinear;0.079414274;0;0
0.741463415;0.261475763;balanced;997;l1;saga;4.06E-05;0;0
0.736585366;0.020970199;balanced;889;l1;liblinear;0.025065276;0;0
0.795121951;1968.683872;;679;l1;liblinear;0.009002505;0;0
0.72195122;835.930774;;583;l2;saga;0.00030627;0;0
0.497560976;0.000216341;balanced;488;l1;liblinear;0.02147495;0;0
0.804878049;13.95641123;balanced;139;l2;liblinear;0.009392992;0;0
0.497560976;1.65E-05;balanced;923;l1;saga;0.004739326;0;0
0.785365854;0.21878093;balanced;600;l2;liblinear;2.87E-05;0;0
0.63902439;5.46E-05;balanced;985;l2;liblinear;0.066793689;0;0
0.653658537;2.82E-05;balanced;996;l2;saga;0.001061546;0;0
0.795121951;131.5046682;;308;l2;liblinear;0.00117507;0;0
0.8;189.3554102;balanced;883;l2;liblinear;1.59E-05;0;0
0.804878049;21.63181678;;982;l1;liblinear;0.014160666;0;0
0.702439024;0.324893407;balanced;387;l2;saga;0.00356769;0;0
0.697560976;4197.7369;;363;l2;liblinear;0.0992703;0;0
0.673170732;0.003127816;;222;l2;saga;0.021130801;0;0
0.697560976;5378.336101;;389;l2;saga;0.000155607;0;0
0.707317073;274.0641521;;552;l1;saga;0.000179972;0;0
0.746341463;0.011329217;balanced;231;l2;liblinear;0.001162207;0;0
0.795121951;11193.80946;;415;l2;liblinear;0.001001625;0;0
0.785365854;0.201875363;balanced;185;l2;liblinear;0.000146948;0;0
0.736585366;854.4822516;;803;l2;saga;0.000602275;0;0
0.746341463;567.5249516;;940;l1;saga;0.000239488;0;0
0.751219512;0.030903563;;801;l1;liblinear;0.000449939;0;0
0.8;381.8502434;balanced;743;l2;liblinear;2.05E-05;0;0
0.741463415;10.17333778;balanced;866;l1;saga;0.000169099;0;0
0.795121951;2.207747833;;946;l1;liblinear;1.32E-05;0;0
0.795121951;20.84360315;;981;l1;liblinear;0.019145004;0;0
0.697560976;1173.926681;;486;l2;saga;0.002314418;0;0
0.702439024;1434.11384;balanced;415;l2;saga;0.000170182;0;0
0.795121951;73868.65804;;649;l1;liblinear;0.000201072;0;0
0.8;18507.04218;;849;l2;liblinear;0.010968922;0;0
0.785365854;1827.765613;;367;l2;liblinear;0.001334204;0;0
0.702439024;99667.81452;balanced;503;l2;saga;0.001121089;0;0
0.804878049;119.7729174;balanced;153;l2;liblinear;0.001145302;0;0
0.804878049;193.1747473;;339;l1;liblinear;0.063465982;0;0
0.785365854;0.304016572;;571;l2;liblinear;0.000258046;0;0
0.8;41245.87296;;486;l2;liblinear;0.009391066;0;0
0.692682927;13798.64695;balanced;344;l1;saga;8.27E-05;0;0
0.795121951;33.01854047;;721;l1;liblinear;0.010434696;0;0
0.697560976;7.215078896;;903;l1;saga;0.002328136;0;0
0.658536585;0.002169103;;475;l1;saga;0.002443976;0;0
0.668292683;0.009975926;;418;l2;saga;0.038429465;0;0
0.590243902;0.000616199;balanced;912;l1;saga;0.000624219;0;0
0.765853659;0.017013709;;604;l2;liblinear;0.028046745;0;0
0.8;91.35560175;balanced;434;l2;liblinear;0.000268101;0;0
0.765853659;0.011620035;;544;l2;liblinear;2.18E-05;0;0
0.673170732;5286.09357;;542;l1;saga;0.028974133;0;0
0.785365854;1.539219904;;204;l1;liblinear;3.39E-05;0;0
0.717073171;73.84522306;balanced;599;l1;saga;0.000581379;0;0
0.795121951;53122.71018;;174;l1;liblinear;0.000717528;0;0
0.658536585;1032.721874;balanced;352;l1;saga;0.061858525;0;0
0.697560976;0.003444864;;555;l2;liblinear;0.001799519;0;0
0.741463415;1.267589418;balanced;951;l1;saga;6.52E-05;0;0
0.585365854;0.000331849;;249;l1;saga;0.003757961;0;0
0.8;375.3958434;balanced;336;l2;liblinear;1.08E-05;0;0
0.707317073;0.005055157;balanced;723;l2;saga;0.000515572;0;0
0.72195122;141.447015;;598;l1;saga;0.00101431;0;0
0.653658537;0.00670673;;477;l1;liblinear;1.90E-05;0;0
0.668292683;0.000881862;balanced;246;l2;saga;0.002924989;0;0
0.668292683;16225.37499;;312;l2;saga;0.039998312;0;0
0.8;106.9083359;balanced;501;l2;liblinear;2.63E-05;0;0
0.790243902;0.034716449;balanced;127;l2;liblinear;1.11E-05;0;0
0.775609756;0.126849231;balanced;943;l1;liblinear;0.000816755;0;0
0.702439024;0.240317067;balanced;418;l2;saga;0.000144299;0;0
0.804878049;57875.25212;balanced;302;l2;liblinear;0.003712034;0;0
0.658536585;0.029589848;balanced;773;l2;saga;0.016701955;0;0
0.653658537;2.81E-05;;962;l2;saga;0.001555463;0;0
0.790243902;51116.54804;balanced;568;l2;liblinear;0.039919632;0;0
0.804878049;1.360032236;balanced;946;l2;liblinear;4.48E-05;0;0
0.804878049;1.267055336;balanced;382;l2;liblinear;4.81E-05;0;0
0.731707317;9497.821839;;734;l1;saga;2.49E-05;0;0
0.502439024;1.07E-05;;655;l1;saga;0.000268321;0;0
0.780487805;0.134844136;;374;l1;liblinear;7.77E-05;0;0
0.8;6067.935388;balanced;306;l1;liblinear;0.000183306;0;0
0.697560976;60.62480143;;341;l1;saga;0.002076741;0;0
0.658536585;0.0026007;;792;l1;saga;0.004128567;0;0
0.741463415;3683.913923;balanced;898;l1;saga;0.000527939;0;0
0.804878049;1722.137158;balanced;464;l1;liblinear;0.010615677;0;0
0.8;40077.0905;balanced;432;l2;liblinear;4.36E-05;0;0
0.648780488;1.438624195;balanced;229;l1;saga;0.024514244;0;0
0.790243902;1.269305371;;156;l2;liblinear;0.01907953;0;0
0.697560976;0.005012424;balanced;231;l2;saga;2.28E-05;0;0
0.648780488;1.047523772;balanced;667;l1;saga;0.027112514;0;0
0.63902439;2.24E-05;;116;l2;saga;1.50E-05;0;0
0.8;87.66922222;;167;l2;liblinear;0.007849055;0;0
0.795121951;0.517252633;balanced;261;l2;liblinear;0.005538373;0;0
0.67804878;4.767548878;;597;l2;saga;0.025789833;0;0
0.668292683;0.098314147;;116;l1;saga;0.019129083;0;0
0.8;407.4182401;balanced;405;l2;liblinear;0.001267297;0;0
0.712195122;0.095538344;balanced;979;l1;saga;0.00102139;0;0
0.668292683;0.065380715;;179;l2;saga;0.011954872;0;0
0.663414634;0.007994147;;791;l1;liblinear;0.047012928;0;0
0.795121951;9282.888824;;941;l1;liblinear;0.001066885;0;0
0.8;109.5572165;balanced;725;l1;liblinear;0.001157293;0;0
0.502439024;1.76E-05;;464;l1;saga;2.16E-05;0;0
0.658536585;529.8949022;balanced;565;l2;saga;0.074977808;0;0
0.795121951;6626.446671;;397;l1;liblinear;0.007182899;0;0
0.697560976;0.004878171;balanced;151;l2;liblinear;0.08921528;0;0
0.692682927;146.5637409;balanced;363;l2;saga;0.002222114;0;0
0.648780488;1.155693013;balanced;984;l2;saga;0.026185831;0;0
0.682926829;1.117528426;;214;l2;saga;0.006308219;0;0
0.668292683;0.002735925;balanced;916;l2;saga;0.008972435;0;0
0.756097561;22922.56698;;978;l1;saga;0.000139552;0;0
0.653658537;0.000118735;balanced;873;l2;saga;8.99E-05;0;0
0.731707317;2.302833526;;702;l2;saga;1.70E-05;0;0
0.785365854;0.153471433;;356;l2;liblinear;0.020759022;1;0
0.790243902;0.023462508;;763;l2;liblinear;3.94E-05;1;0
0.780487805;1.68E-05;balanced;874;l2;liblinear;0.006091151;1;0
0.790243902;0.256416591;;799;l1;saga;0.001327691;1;0
0.795121951;1671.188565;;201;l2;liblinear;0.001281074;1;0
0.795121951;66.62480955;;165;l1;saga;1.02E-05;1;0
0.780487805;2.47E-05;balanced;377;l2;saga;0.001557468;1;0
0.795121951;165.2411016;;198;l2;liblinear;0.00546425;1;0
0.502439024;0.000823286;;949;l1;saga;0.002347305;1;0
0.795121951;144.1119013;;353;l1;saga;0.024865568;1;0
0.795121951;16958.57188;;693;l1;liblinear;5.08E-05;1;0
0.780487805;1.34E-05;;1000;l2;liblinear;5.55E-05;1;0
0.795121951;962.8467683;;179;l1;liblinear;2.63E-05;1;0
0.8;19.48906445;balanced;586;l2;saga;0.004847351;1;0
0.8;16949.17207;balanced;235;l1;liblinear;9.90E-05;1;0
0.8;3992.596605;balanced;809;l2;liblinear;0.000640004;1;0
0.8;46408.26724;balanced;273;l1;saga;0.00135887;1;0
0.780487805;0.079200008;balanced;947;l1;saga;5.45E-05;1;0
0.795121951;1.736701694;;190;l1;saga;0.004396988;1;0
0.8;1.437478257;balanced;587;l1;liblinear;0.004187341;1;0
0.790243902;0.084098372;;929;l2;saga;0.033877066;1;0
0.497560976;0.002877182;balanced;894;l1;liblinear;0.013872778;1;0
0.8;0.084054071;balanced;473;l2;saga;0.093064804;1;0
0.8;10.38546043;balanced;597;l1;saga;0.000277844;1;0
0.795121951;4798.701299;;132;l2;saga;0.000160036;1;0
0.795121951;41.23651937;;440;l1;liblinear;4.66E-05;1;0
0.795121951;97.49475732;;202;l1;saga;7.11E-05;1;0
0.795121951;227.9816766;;952;l1;liblinear;0.000237137;1;0
0.8;523.3841449;balanced;822;l1;liblinear;0.001317205;1;0
0.795121951;72425.40409;;803;l1;liblinear;2.15E-05;1;0
0.497560976;0.004462089;;447;l1;liblinear;3.07E-05;1;0
0.770731707;0.00139285;;501;l2;liblinear;8.73E-05;1;0
0.8;64671.20451;balanced;462;l1;saga;0.000181538;1;0
0.8;2.971051392;balanced;380;l2;liblinear;0.090833751;1;0
0.780487805;0.00964223;balanced;364;l1;saga;0.081100511;1;0
0.780487805;3.12E-05;balanced;874;l2;saga;0.003519031;1;0
0.795121951;1.239112702;;425;l1;liblinear;0.012911248;1;0
0.775609756;5.27E-05;balanced;455;l2;saga;0.019895742;1;0
0.8;0.067580684;;968;l1;liblinear;0.000742069;1;0
0.804878049;0.029747892;balanced;753;l2;liblinear;0.046564309;1;0
0.8;51123.3459;balanced;541;l2;liblinear;8.51E-05;1;0
0.790243902;0.006911627;balanced;844;l2;liblinear;0.000325449;1;0
0.8;0.49809215;balanced;345;l1;saga;0.00016012;1;0
0.804878049;0.068904287;balanced;603;l1;saga;0.018829914;1;0
0.795121951;1.197804191;;642;l1;saga;0.084682665;1;0
0.785365854;0.147137917;;215;l1;saga;0.038874957;1;0
0.795121951;63.60697695;;317;l1;saga;0.001899942;1;0
0.790243902;0.074734688;;805;l2;saga;8.64E-05;1;0
0.780487805;8.13E-05;balanced;923;l2;liblinear;0.039727583;1;0
0.8;3.018575009;balanced;794;l2;liblinear;0.000247644;1;0
0.785365854;0.008873775;;801;l2;saga;0.000169252;1;0
0.795121951;466.2743918;;902;l2;saga;0.003624114;1;0
0.502439024;0.001405915;balanced;318;l1;saga;4.18E-05;1;0
0.795121951;2797.611862;;909;l1;liblinear;5.78E-05;1;0
0.8;6328.271618;balanced;225;l2;saga;0.000521147;1;0
0.8;171.5177118;balanced;225;l1;saga;0.000128947;1;0
0.8;3088.936625;balanced;556;l2;liblinear;0.001998834;1;0
0.795121951;257.8731602;;208;l2;liblinear;0.000776668;1;0
0.795121951;2.821673968;;695;l2;saga;0.00012276;1;0
0.804878049;0.118617263;;566;l1;liblinear;0.02889227;1;0
0.804878049;0.025674526;;371;l1;saga;0.054313267;1;0
0.775609756;0.003548804;;400;l2;saga;2.12E-05;1;0
0.8;14786.71783;balanced;133;l1;liblinear;0.055342657;1;0
0.785365854;0.148921921;;811;l2;liblinear;0.000273293;1;0
0.8;8247.523565;balanced;161;l2;liblinear;0.001688613;1;0
0.8;7.839590366;balanced;448;l2;liblinear;2.36E-05;1;0
0.8;2712.33755;balanced;861;l2;liblinear;0.027012706;1;0
0.8;4.183531485;balanced;241;l1;liblinear;0.000116302;1;0
0.8;6.068950452;balanced;991;l1;saga;2.44E-05;1;0
0.785365854;0.002312441;balanced;852;l2;liblinear;0.000146762;1;0
0.8;0.047383542;;324;l1;liblinear;3.99E-05;1;0
0.795121951;0.033744988;;348;l2;saga;0.009705151;1;0
0.775609756;0.000254275;;839;l2;saga;3.94E-05;1;0
0.804878049;0.044745972;;695;l1;saga;0.060328483;1;0
0.8;19.64027473;balanced;947;l1;liblinear;0.001816284;1;0
0.8;638.4478059;balanced;755;l2;saga;7.37E-05;1;0
0.795121951;193.7285813;;521;l1;saga;0.009625545;1;0
0.795121951;7.181643807;;548;l1;saga;0.001353232;1;0
0.8;15617.22351;balanced;246;l2;saga;0.012048026;1;0
0.497560976;0.000528877;balanced;269;l1;liblinear;1.46E-05;1;0
0.795121951;525.5304359;;819;l2;liblinear;0.009737248;1;0
0.8;21.39535127;balanced;589;l2;liblinear;0.025501108;1;0
0.8;3.201978552;balanced;539;l2;saga;0.018555747;1;0
0.8;823.528592;balanced;167;l2;saga;0.000509585;1;0
0.795121951;1962.721883;;916;l1;saga;4.98E-05;1;0
0.502439024;1.30E-05;balanced;462;l1;saga;0.000169933;1;0
