value;params_C;params_class_weight;params_max_iter;params_penalty;params_solver;params_tol;scaled;pca
0.935;2.47E-05;balanced;436;l1;saga;0.000446169;1;0
0.935;97447.20491;;778;l2;saga;2.49E-05;1;0
0.935;3.39E-05;;915;l2;liblinear;0.040487022;1;0
0.565;1.13E-05;balanced;339;l2;liblinear;0.000224789;1;0
0.625;0.096653038;balanced;259;l2;liblinear;0.005234548;1;0
0.605;4136.986158;balanced;388;l1;saga;5.63E-05;1;0
0.935;5.093683522;;656;l2;liblinear;0.013435617;1;0
0.655;0.957398107;balanced;592;l1;saga;0.033004985;1;0
0.935;409.7315736;;690;l1;saga;0.000841921;1;0
0.935;2.872967998;;124;l1;saga;0.076983654;1;0
0.655;0.795291982;balanced;668;l1;liblinear;0.035157658;1;0
0.935;0.000172341;;782;l1;liblinear;0.000116743;1;0
0.935;15394.0707;;959;l1;saga;0.001706214;1;0
0.935;1851.756563;;825;l1;liblinear;0.012508785;1;0
0.605;26259.62173;balanced;396;l1;saga;4.16E-05;1;0
0.935;0.000287164;;560;l1;liblinear;3.96E-05;1;0
0.935;0.000762741;;990;l1;liblinear;0.068562515;1;0
0.565;0.004064871;balanced;542;l2;liblinear;5.45E-05;1;0
0.605;20958.99988;balanced;812;l1;liblinear;0.009979942;1;0
0.935;105.6595339;;682;l1;liblinear;0.032111619;1;0
0.605;0.961484462;balanced;333;l2;liblinear;0.076937722;1;0
0.935;987.6435513;;494;l2;liblinear;0.000114727;1;0
0.935;50315.36898;;511;l1;saga;0.0022363;1;0
0.935;39.02383103;;410;l2;liblinear;0.00161832;1;0
0.935;0.001304393;balanced;889;l1;saga;0.040483962;1;0
0.605;62.271398;balanced;120;l1;saga;9.62E-05;1;0
0.935;0.001127741;;598;l1;saga;0.062286382;1;0
0.47;0.18337266;balanced;360;l1;liblinear;0.000803359;1;0
0.935;44.71760911;;936;l2;liblinear;0.008070867;1;0
0.615;4.97866906;balanced;757;l1;saga;0.000126165;1;0
0.605;1788.517678;balanced;181;l2;saga;2.12E-05;1;0
0.595;0.000345772;balanced;350;l2;saga;2.71E-05;1;0
0.935;29008.29033;;137;l2;saga;7.92E-05;1;0
0.61;7.54959842;balanced;393;l1;saga;2.92E-05;1;0
0.605;542.8771168;balanced;171;l2;saga;0.000135804;1;0
0.935;3.65E-05;balanced;932;l1;liblinear;0.016519043;1;0
0.605;12891.84899;balanced;783;l2;liblinear;0.023337973;1;0
0.935;0.000431893;;453;l1;liblinear;0.000691467;1;0
0.605;2.42979455;balanced;130;l2;saga;0.000598845;1;0
0.935;2.02E-05;balanced;970;l1;liblinear;0.001928551;1;0
0.605;1.469483922;balanced;796;l2;liblinear;0.002209783;1;0
0.605;3325.308618;balanced;307;l1;saga;0.000219384;1;0
0.935;0.002015965;;413;l1;liblinear;0.000545401;1;0
0.585;32814.15269;balanced;701;l1;saga;0.090813072;1;0
0.935;13761.39359;;518;l2;liblinear;0.000177996;1;0
0.565;0.000895859;balanced;882;l2;liblinear;0.079139578;1;0
0.615;2.924404921;balanced;839;l1;liblinear;0.006605632;1;0
0.935;0.00072808;;527;l1;liblinear;9.76E-05;1;0
0.935;0.001167811;;476;l1;liblinear;1.18E-05;1;0
0.935;0.001549212;;176;l2;liblinear;0.021134004;1;0
0.62;0.152985524;balanced;332;l2;liblinear;0.000420046;1;0
0.42;1.75E-05;balanced;852;l2;saga;0.008181741;1;0
0.935;3.50637889;;870;l2;saga;0.00055371;1;0
0.935;9.964324651;;443;l1;liblinear;0.023719617;1;0
0.605;18.3256795;balanced;926;l1;saga;0.000788714;1;0
0.605;235.6257973;balanced;439;l2;liblinear;0.014972766;1;0
0.605;2263.403904;balanced;299;l2;liblinear;0.050555428;1;0
0.605;7553.682013;balanced;921;l2;saga;0.00061987;1;0
0.59;0.0008054;balanced;354;l2;saga;1.36E-05;1;0
0.605;21.32316631;balanced;368;l2;saga;3.25E-05;1;0
0.605;0.978612793;balanced;651;l2;liblinear;3.67E-05;1;0
0.775;0.027560658;balanced;593;l1;saga;0.073807272;1;0
0.605;72.08198084;balanced;106;l2;liblinear;0.007906164;1;0
0.935;0.006393789;;320;l1;liblinear;0.088844032;1;0
0.935;806.0204593;;491;l1;liblinear;0.000114779;1;0
0.605;1.795045279;balanced;507;l2;liblinear;0.006123301;1;0
0.935;46701.60184;;609;l2;saga;3.33E-05;1;0
0.635;0.066355065;balanced;344;l2;saga;2.21E-05;1;0
0.565;0.003396645;balanced;855;l2;saga;4.74E-05;1;0
0.935;0.000122405;;724;l1;saga;0.000112393;1;0
0.935;0.000106896;;837;l2;saga;0.004607099;1;0
0.565;1.22E-05;balanced;816;l2;liblinear;8.45E-05;1;0
0.935;0.48279867;;157;l1;saga;6.05E-05;1;0
0.605;1.170532592;balanced;248;l2;liblinear;0.00348104;1;0
0.61;1.801591832;balanced;538;l2;saga;0.015847743;1;0
0.605;53040.21476;balanced;927;l2;liblinear;0.007817616;1;0
0.935;1182.919421;;579;l1;saga;0.028096644;1;0
0.935;4.35E-05;;535;l1;saga;0.000985656;1;0
0.615;5.623419389;balanced;921;l1;saga;0.001453169;1;0
0.935;0.000167704;;894;l1;liblinear;2.16E-05;1;0
0.935;0.891580708;;285;l2;liblinear;0.000162741;1;0
0.565;0.000489267;balanced;961;l2;liblinear;4.54E-05;1;0
0.605;17492.12688;balanced;567;l1;liblinear;0.077753213;1;0
0.565;0.003739871;balanced;209;l2;liblinear;1.45E-05;1;0
0.935;534.5339911;;411;l1;liblinear;0.001502877;1;0
0.935;6084.241752;;810;l2;liblinear;0.006256157;1;0
0.935;0.012040522;;276;l1;liblinear;5.32E-05;1;0
0.935;0.001483897;;514;l1;saga;0.011693993;1;0
0.595;1.47E-05;balanced;615;l2;saga;2.21E-05;1;0
0.935;50318.66599;;478;l2;saga;1.61E-05;1;0
0.935;0.000226371;;504;l1;liblinear;0.000590254;1;0
0.935;0.060973451;;402;l1;liblinear;0.000283838;1;0
0.935;0.003305185;;780;l1;liblinear;0.000950365;1;0
0.935;59.69476121;;794;l1;saga;2.55E-05;1;0
0.47;0.271467699;balanced;431;l1;liblinear;0.000619148;1;0
0.935;0.029195853;;792;l2;liblinear;0.000506589;1;0
0.605;1213.55117;balanced;401;l1;saga;0.003026734;1;0
0.935;0.002911071;;663;l2;saga;0.003314465;1;0
0.935;0.000194088;balanced;753;l1;saga;0.058798218;1;0
0.605;525.6912656;balanced;712;l1;liblinear;1.20E-05;1;0
0.935;0.017472476;;191;l2;liblinear;0.002185436;1;0
0.605;877.777202;balanced;705;l1;saga;1.05E-05;1;0
0.605;22.83035933;balanced;924;l2;liblinear;1.68E-05;1;0
0.655;0.446996016;balanced;788;l1;liblinear;0.000296554;1;0
0.935;20137.93356;;271;l1;liblinear;0.031040089;1;0
0.935;17639.49993;;590;l2;liblinear;0.005413574;1;0
0.935;10316.0873;;352;l2;liblinear;1.20E-05;1;0
0.935;95286.52609;;979;l2;liblinear;0.016683517;1;0
0.605;23.89438203;balanced;302;l2;liblinear;0.00079584;1;0
0.935;0.099520537;;185;l1;saga;0.000334552;1;0
0.605;13.84625915;balanced;241;l2;liblinear;0.007686959;1;0
0.605;60164.11568;balanced;968;l2;liblinear;0.000152817;1;0
0.935;183.9203734;;760;l1;saga;1.19E-05;1;0
0.935;970.0219677;;666;l2;liblinear;2.48E-05;1;0
0.935;0.015456549;;629;l1;liblinear;9.50E-05;1;0
0.935;0.002738808;;116;l1;saga;0.015670682;1;0
0.935;1.38E-05;balanced;411;l1;saga;0.001930582;1;0
0.605;4102.021238;balanced;883;l2;saga;7.92E-05;1;0
0.935;2.05E-05;;109;l2;liblinear;0.000291731;1;0
0.57;0.005898902;balanced;998;l2;saga;2.76E-05;1;0
0.605;70405.06864;balanced;466;l1;saga;6.19E-05;1;0
0.935;0.008262625;;554;l1;saga;8.95E-05;1;0
0.605;19.22172233;balanced;982;l1;liblinear;0.000113385;1;0
0.565;0.000246661;balanced;412;l2;liblinear;0.01570774;1;0
0.935;9.222634084;;124;l2;saga;1.45E-05;1;0
0.775;0.034641149;balanced;440;l1;saga;0.023073692;1;0
0.655;0.605177761;balanced;865;l1;liblinear;0.083020345;1;0
0.935;0.007020824;;639;l1;liblinear;0.054393935;1;0
0.065;0.003928971;balanced;998;l1;saga;0.006752075;1;0
0.605;624.224615;balanced;763;l2;liblinear;0.0709748;1;0
0.59;27363.93926;balanced;289;l1;saga;0.027700205;1;0
0.935;0.02678158;;195;l1;liblinear;0.013712822;1;0
0.605;691.5399532;balanced;930;l1;saga;2.34E-05;1;0
0.605;4188.890309;balanced;614;l1;saga;1.02E-05;1;0
0.6;0.327180858;balanced;697;l2;saga;0.05972347;1;0
0.935;207.257781;;406;l2;saga;0.008984325;1;0
0.605;49899.02012;balanced;533;l1;liblinear;0.00013678;1;0
0.935;2.399199506;;458;l1;saga;0.000612513;1;0
0.935;5.372848477;;177;l2;liblinear;1.04E-05;1;0
0.935;44.50313118;;952;l1;liblinear;0.040557201;1;0
0.57;7.24E-05;balanced;950;l2;saga;0.004478155;1;0
0.59;27.36897625;balanced;413;l2;saga;0.046755179;1;0
0.935;3.55E-05;balanced;293;l1;saga;4.87E-05;1;0
0.935;2.98E-05;;716;l1;saga;0.006625929;1;0
0.935;0.00024644;;694;l2;liblinear;0.00042882;1;0
0.935;0.092753096;;493;l1;saga;0.042094584;1;0
0.935;22693.15183;;212;l2;saga;3.41E-05;1;0
0.595;0.000311632;balanced;711;l2;saga;0.002228522;1;0
0.935;0.386865859;;768;l1;liblinear;0.003713925;1;0
0.935;1700.871714;;700;l1;saga;1.18E-05;1;0
0.935;0.001996258;balanced;425;l1;saga;2.70E-05;1;0
0.605;437.4724207;balanced;411;l1;saga;0.002762265;1;0
0.935;0.000386155;balanced;724;l1;liblinear;0.026681021;1;0
0.565;0.000731266;balanced;653;l2;liblinear;0.000110801;1;0
0.935;0.011397524;;330;l2;saga;0.039932919;1;0
0.935;0.165871658;;405;l2;saga;0.006619724;1;0
0.935;0.001311646;balanced;832;l1;liblinear;0.001436297;1;0
0.605;73.84186992;balanced;908;l2;liblinear;0.002188609;1;0
0.935;12.16098464;;837;l1;saga;0.031197934;1;0
0.605;1495.630612;balanced;241;l1;liblinear;0.001788884;1;0
0.935;0.000233333;balanced;480;l1;liblinear;0.003042096;1;0
0.935;0.442662565;;253;l1;liblinear;0.015610352;1;0
0.935;23.63692735;;728;l1;saga;5.42E-05;1;0
0.935;50.7084358;;594;l2;saga;0.00012159;1;0
0.605;82889.74856;balanced;883;l1;liblinear;0.040647047;1;0
0.935;0.018457831;;149;l2;saga;0.020380709;1;0
0.605;94.077065;balanced;163;l1;saga;0.000351705;1;0
0.935;3549.905496;;612;l2;saga;0.015513018;1;0
0.935;0.000929648;;325;l2;liblinear;0.010084085;1;0
0.935;37.02842427;;875;l2;saga;0.006988169;1;0
0.655;0.023464651;balanced;341;l2;saga;5.68E-05;1;0
0.935;0.004495059;;840;l1;liblinear;1.14E-05;1;0
0.935;5643.935042;;555;l2;liblinear;0.007471183;1;0
0.605;17604.79643;balanced;682;l2;liblinear;1.71E-05;1;0
0.935;1.06E-05;balanced;746;l1;liblinear;0.000912954;1;0
0.935;0.497283342;;144;l2;saga;0.000137617;1;0
0.565;0.000659405;balanced;128;l2;liblinear;0.00353362;1;0
0.935;1521.283503;;744;l2;saga;0.000468097;1;0
0.585;0.011910177;balanced;533;l2;liblinear;0.075920119;1;0
0.935;0.00069398;balanced;815;l1;liblinear;1.09E-05;1;0
0.935;1.903350022;;866;l1;liblinear;0.001536964;1;0
0.935;0.000225655;;957;l1;liblinear;3.29E-05;1;0
0.935;14.99656024;;347;l2;saga;0.023618841;1;0
0.935;0.000226737;balanced;698;l1;saga;1.18E-05;1;0
0.585;674.7815177;balanced;988;l1;saga;0.092276954;1;0
0.935;0.001310115;;381;l1;liblinear;0.008144907;1;0
0.935;0.002940632;;260;l1;liblinear;1.06E-05;1;0
0.605;292.2613201;balanced;982;l2;saga;2.51E-05;1;0
0.605;78237.8183;balanced;315;l1;saga;9.61E-05;1;0
0.935;7.10E-05;;154;l1;saga;8.13E-05;1;0
0.935;0.114586873;;350;l1;saga;9.55E-05;1;0
0.935;2006.255881;;110;l1;liblinear;0.00147808;1;0
0.605;648.5897071;balanced;728;l1;liblinear;2.93E-05;1;0
0.605;6.885053518;balanced;418;l1;liblinear;0.094950077;1;0
0.625;0.107762644;balanced;561;l2;saga;0.00253355;1;0
0.615;5.735575666;balanced;919;l1;saga;0.001682914;1;0
0.935;0.000697535;;719;l2;saga;4.15E-05;1;0
0.605;16.13628467;balanced;530;l2;saga;0.010898333;1;0
0.605;8566.275844;balanced;987;l1;saga;4.84E-05;1;0
0.565;0.000501025;balanced;935;l2;liblinear;0.055171417;1;0
0.935;7.410075813;;151;l1;saga;0.020325648;1;0
0.935;1.448894262;;638;l1;saga;1.33E-05;1;0
0.935;1.023471943;;503;l1;saga;0.016710683;1;0
0.935;151.7009472;;945;l1;liblinear;0.002055596;1;0
0.935;10169.24713;;419;l2;liblinear;6.02E-05;1;0
0.47;0.138686318;balanced;720;l1;liblinear;0.018982596;1;0
0.775;0.043750844;balanced;738;l1;liblinear;0.057262716;1;0
0.935;0.059079144;;272;l2;liblinear;0.032116931;1;0
0.935;1533.254744;;802;l1;liblinear;0.000110435;1;0
0.935;9.16E-05;;206;l2;saga;0.004836112;1;0
0.935;3.94051144;;110;l1;liblinear;9.89E-05;1;0
0.56;0.002062328;balanced;147;l2;liblinear;0.000134484;1;0
0.605;5688.102512;balanced;481;l2;liblinear;0.03515463;1;0
0.615;4.113031074;balanced;870;l1;liblinear;0.003108841;1;0
0.935;2031.603777;;605;l1;saga;0.000426024;1;0
0.935;16373.07051;;739;l2;liblinear;5.33E-05;1;0
0.62;0.146953518;balanced;541;l2;liblinear;1.35E-05;1;0
0.935;0.010350959;;454;l1;liblinear;4.65E-05;1;0
0.935;0.00064294;;475;l2;liblinear;0.067722202;1;0
0.775;0.033229883;balanced;601;l1;liblinear;0.012147982;1;0
0.605;1952.296541;balanced;996;l1;saga;0.000354202;1;0
0.935;0.000208197;balanced;193;l1;liblinear;0.037878987;1;0
0.625;2.666551351;balanced;744;l1;saga;0.006941917;1;0
0.935;0.001097982;balanced;814;l1;liblinear;0.000814308;1;0
0.935;20952.71229;;806;l2;liblinear;0.001085458;1;0
0.605;3279.657891;balanced;962;l2;liblinear;0.002301322;1;0
0.605;9.067102171;balanced;425;l1;liblinear;0.000648923;1;0
0.565;0.003945281;balanced;780;l2;saga;3.00E-05;1;0
0.935;0.001024156;;792;l1;saga;1.05E-05;1;0
0.605;117.2017181;balanced;818;l2;saga;0.018251133;1;0
0.935;1.31E-05;;870;l2;saga;0.078478553;1;1
0.55;1034.927237;balanced;640;l1;liblinear;0.003374405;1;1
0.935;0.00044208;balanced;614;l1;saga;0.000212656;1;1
0.935;0.568575225;;483;l2;liblinear;6.45E-05;1;1
0.555;0.01545326;balanced;208;l2;liblinear;0.028939403;1;1
0.935;2.132107282;;928;l2;liblinear;0.001320975;1;1
0.935;0.002219012;;676;l1;liblinear;0.009780162;1;1
0.935;0.001288377;;610;l1;saga;0.010910111;1;1
0.58;0.269804387;balanced;480;l1;saga;0.001735845;1;1
0.935;619.0988367;;899;l2;saga;0.000427021;1;1
0.935;0.010649479;balanced;692;l1;liblinear;0.011450361;1;1
0.55;0.521925285;balanced;168;l2;saga;0.092159763;1;1
0.935;0.170429592;;421;l2;saga;1.28E-05;1;1
0.55;1788.388945;balanced;773;l1;liblinear;3.96E-05;1;1
0.065;0.003777837;balanced;763;l1;saga;1.37E-05;1;1
0.935;3.067414934;;418;l2;liblinear;0.001039954;1;1
0.55;0.452241446;balanced;274;l2;saga;0.000181533;1;1
0.935;1.09E-05;balanced;480;l1;liblinear;0.001746592;1;1
0.57;0.007435488;balanced;419;l2;liblinear;0.013513788;1;1
0.935;0.000468316;;779;l2;liblinear;0.001642882;1;1
0.935;2111.586507;;360;l1;liblinear;0.07248881;1;1
0.55;55238.3249;balanced;461;l1;liblinear;0.000462022;1;1
0.935;0.122709542;;532;l2;liblinear;0.015129553;1;1
0.935;0.000889862;;618;l1;liblinear;0.000109585;1;1
0.55;3.783170794;balanced;721;l2;saga;3.64E-05;1;1
0.565;0.000238534;balanced;407;l2;liblinear;0.033766691;1;1
0.935;0.000184019;;857;l2;saga;0.000354021;1;1
0.935;0.000329166;balanced;410;l1;saga;0.00494191;1;1
0.55;0.282889676;balanced;673;l2;saga;0.000420395;1;1
0.935;0.004006707;;230;l1;saga;0.000597507;1;1
0.55;58.84650045;balanced;985;l1;liblinear;0.035381869;1;1
0.935;0.311978059;;720;l2;saga;0.053540024;1;1
0.935;0.666399688;;951;l2;saga;0.009622972;1;1
0.605;0.105112657;balanced;113;l1;saga;1.50E-05;1;1
0.935;0.240655941;;258;l1;saga;1.02E-05;1;1
0.935;75595.8174;;444;l2;saga;4.71E-05;1;1
0.935;1503.43122;;297;l2;liblinear;0.000112137;1;1
0.935;0.052029807;;741;l2;saga;0.012842535;1;1
0.935;0.040985655;;497;l1;saga;0.000161129;1;1
0.935;81.6676985;;149;l1;liblinear;0.00055147;1;1
0.935;0.000559772;;925;l1;saga;0.002210876;1;1
0.61;0.000222898;balanced;913;l2;saga;0.002118328;1;1
0.55;0.95532265;balanced;907;l2;liblinear;0.000248656;1;1
0.57;0.018106116;balanced;187;l2;saga;0.001279907;1;1
0.935;0.012783647;;352;l2;saga;0.002111909;1;1
0.55;9.003818366;balanced;420;l2;saga;0.002429355;1;1
0.555;0.068628993;balanced;151;l2;liblinear;0.00182139;1;1
0.935;0.000153466;balanced;856;l1;liblinear;0.000127145;1;1
0.935;28008.22804;;692;l1;liblinear;0.000806175;1;1
0.935;17864.92438;;313;l1;saga;8.53E-05;1;1
0.935;45.14875591;;435;l1;liblinear;4.75E-05;1;1
0.56;0.012218072;balanced;316;l2;liblinear;0.002349129;1;1
0.935;69975.81332;;929;l1;saga;3.65E-05;1;1
0.935;7.210548871;;266;l1;saga;1.62E-05;1;1
0.55;317.0884277;balanced;353;l2;liblinear;0.001289159;1;1
0.61;0.000990363;balanced;754;l2;saga;0.052826519;1;1
0.55;0.56162776;balanced;386;l2;saga;0.000517549;1;1
0.935;0.02179277;;304;l2;liblinear;0.000226376;1;1
0.935;38.04141028;;307;l2;liblinear;0.000135363;1;1
0.555;0.069639756;balanced;900;l2;liblinear;1.23E-05;1;1
0.565;0.000139907;balanced;639;l2;liblinear;0.059398925;1;1
0.55;383.2475086;balanced;842;l2;saga;0.054325014;1;1
0.55;287.1936275;balanced;472;l1;saga;0.087195371;1;1
0.935;84.68066831;;254;l2;saga;0.013986285;1;1
0.935;7355.561511;;793;l2;saga;0.06898006;1;1
0.935;499.0282205;;740;l2;saga;1.30E-05;1;1
0.55;23.93473621;balanced;753;l1;liblinear;0.000736108;1;1
0.55;563.1223202;balanced;725;l1;liblinear;0.000879779;1;1
0.555;1.670183336;balanced;934;l1;saga;0.004228835;1;1
0.935;46449.79106;;977;l1;saga;1.06E-05;1;1
0.52;2.58E-05;balanced;572;l2;saga;0.00733994;1;1
0.56;0.68083471;balanced;298;l1;liblinear;1.64E-05;1;1
0.935;9755.426162;;226;l2;liblinear;0.001358673;1;1
0.55;1144.821139;balanced;401;l1;saga;0.04066064;1;1
0.935;1.61E-05;balanced;717;l1;liblinear;1.30E-05;1;1
0.935;0.000668851;;251;l1;liblinear;0.001281946;1;1
0.55;419.2133002;balanced;193;l2;saga;1.75E-05;1;1
0.61;6.12E-05;balanced;458;l2;saga;5.77E-05;1;1
0.935;0.007193128;;127;l2;liblinear;0.000833918;1;1
0.935;7.068037364;;671;l1;liblinear;0.031636009;1;1
0.935;1.08E-05;;954;l2;liblinear;7.44E-05;1;1
0.935;0.007033917;;443;l1;saga;0.064960768;1;1
0.935;2.40E-05;;299;l2;liblinear;0.002692963;1;1
0.935;7.46E-05;balanced;771;l1;saga;3.39E-05;1;1
0.61;0.000148887;balanced;568;l2;saga;0.000385145;1;1
0.55;79058.31235;balanced;652;l1;liblinear;0.000513925;1;1
0.935;5589.885473;;200;l2;saga;0.020427955;1;1
0.55;4.583750622;balanced;677;l1;saga;1.83E-05;1;1
0.935;1849.741769;;814;l2;saga;0.024953916;1;1
0.935;7.15E-05;;114;l1;liblinear;0.000852661;1;1
0.935;185.4449613;;965;l2;liblinear;0.000307898;1;1
0.935;0.001296161;balanced;486;l1;saga;0.000388307;1;1
0.935;2.52E-05;;817;l1;liblinear;0.008319784;1;1
0.55;113.1340537;balanced;976;l2;liblinear;0.014521351;1;1
0.935;8858.351563;;665;l1;liblinear;2.47E-05;1;1
0.565;0.285298492;balanced;627;l1;saga;0.084800339;1;1
0.55;46357.34996;balanced;403;l1;liblinear;2.53E-05;1;1
0.935;0.112422891;;988;l1;saga;0.028094039;1;1
0.935;25577.7159;;805;l2;liblinear;0.006189448;1;1
0.935;0.001602792;balanced;588;l1;liblinear;0.025652553;1;1
0.935;12.82642267;;639;l2;liblinear;0.006657514;1;1
0.935;0.000332227;;599;l1;saga;0.028203461;1;1
0.935;0.000479219;;989;l1;saga;0.060778263;1;1
0.55;825.6456537;balanced;740;l2;liblinear;2.83E-05;1;1
0.55;30132.0611;balanced;563;l2;saga;0.000885396;1;1
0.935;6.77E-05;;680;l2;liblinear;0.005508641;1;1
0.55;2.701578028;balanced;373;l2;liblinear;0.039570903;1;1
0.935;0.000580386;balanced;237;l1;liblinear;0.000227891;1;1
0.935;0.268807227;;206;l1;liblinear;7.47E-05;1;1
0.55;52.31101546;balanced;623;l2;saga;4.14E-05;1;1
0.55;270.7627237;balanced;301;l2;saga;0.000579092;1;1
0.55;14.76662306;balanced;455;l1;liblinear;0.092315367;1;1
0.935;1.429899213;;461;l2;saga;0.004656448;1;1
0.935;294.7918367;;856;l2;liblinear;0.000289384;1;1
0.935;1.304594941;;873;l2;saga;0.00205523;1;1
0.935;3999.658142;;178;l2;liblinear;1.99E-05;1;1
0.935;0.001593635;;135;l1;liblinear;0.000116823;1;1
0.55;1184.066463;balanced;867;l2;saga;0.048149585;1;1
0.935;485.1721346;;1000;l2;saga;0.000103709;1;1
0.55;597.5865295;balanced;570;l1;saga;0.000468065;1;1
0.935;0.00055818;balanced;195;l1;saga;0.001054144;1;1
0.935;57.00103044;;232;l2;liblinear;0.071402821;1;1
0.935;2.059628889;;267;l2;liblinear;0.007107403;1;1
0.935;4427.011703;;977;l2;liblinear;0.000341314;1;1
0.935;0.000323841;balanced;264;l1;saga;0.000366034;1;1
0.935;124.2476582;;234;l1;saga;0.009046727;1;1
0.935;1.395871731;;573;l2;liblinear;0.073320971;1;1
0.935;1697.59791;;349;l2;saga;0.000670007;1;1
0.935;3.64E-05;;606;l1;saga;2.11E-05;1;1
0.935;0.001783536;;517;l2;saga;0.003230556;1;1
0.935;68.85616259;;766;l2;saga;0.000103925;1;1
0.57;0.000553896;balanced;492;l2;liblinear;0.003548989;1;1
0.55;4272.659087;balanced;906;l1;saga;8.07E-05;1;1
0.935;3.70E-05;;267;l2;saga;0.002691032;1;1
0.935;19718.56448;;680;l1;liblinear;0.040248218;1;1
0.55;40.99044193;balanced;916;l2;saga;0.087676877;1;1
0.935;2.11E-05;balanced;673;l1;liblinear;2.61E-05;1;1
0.55;119.4356306;balanced;239;l1;saga;0.004478951;1;1
0.55;2029.21716;balanced;620;l2;liblinear;1.41E-05;1;1
0.55;11.82194028;balanced;932;l2;liblinear;0.039299187;1;1
0.55;199.5233295;balanced;991;l1;saga;2.97E-05;1;1
0.605;0.000393924;balanced;778;l2;saga;0.00018577;1;1
0.935;0.373959837;;544;l2;liblinear;0.000186243;1;1
0.55;13272.99906;balanced;584;l1;liblinear;0.005340804;1;1
0.935;7.319241703;;716;l1;liblinear;0.007855912;1;1
0.55;84.98980364;balanced;580;l2;liblinear;0.045303204;1;1
0.55;13000.46437;balanced;168;l2;liblinear;0.01132272;1;1
0.555;0.938423834;balanced;358;l1;liblinear;0.03710589;1;1
0.935;5921.634616;;114;l2;liblinear;0.005776765;1;1
0.55;3636.941286;balanced;863;l1;liblinear;0.000268576;1;1
0.935;2880.632357;;501;l2;liblinear;0.002763447;1;1
0.55;5.124499994;balanced;651;l1;liblinear;0.031379898;1;1
0.55;6674.713261;balanced;266;l1;liblinear;1.08E-05;1;1
0.935;6468.024375;;359;l2;saga;0.001689491;1;1
0.935;0.000500942;;718;l2;saga;0.019001219;1;1
0.55;119.890817;balanced;342;l2;liblinear;0.000119555;1;1
0.935;0.051749074;;818;l2;saga;0.018774384;1;1
0.55;1323.573891;balanced;380;l1;liblinear;0.000186337;1;1
0.935;8947.483631;;475;l2;saga;0.000149995;1;1
0.935;1.05E-05;;590;l2;saga;0.044729356;1;1
0.55;0.694883155;balanced;368;l2;saga;0.063435849;1;1
0.935;0.000934491;;805;l1;saga;1.23E-05;1;1
0.555;2.747471864;balanced;473;l1;saga;0.00200325;1;1
0.935;0.00894201;;841;l2;liblinear;2.38E-05;1;1
0.55;13.20651613;balanced;313;l2;liblinear;0.01102545;1;1
0.555;0.046797358;balanced;845;l2;liblinear;1.08E-05;1;1
0.935;0.004948981;;122;l2;saga;0.019259517;1;1
0.55;3.825799128;balanced;715;l2;saga;1.75E-05;1;1
0.935;21786.20514;;918;l1;saga;0.013924259;1;1
0.935;0.000211279;balanced;448;l1;saga;0.002615116;1;1
0.55;7987.409737;balanced;828;l2;liblinear;0.001071104;1;1
0.55;7.812998549;balanced;534;l2;liblinear;0.01141434;1;1
0.565;0.00030022;balanced;340;l2;liblinear;0.01656519;1;1
0.935;69163.8264;;910;l2;liblinear;0.077541183;1;1
0.935;0.003037907;;653;l1;saga;0.004182967;1;1
0.935;0.000411943;balanced;933;l1;liblinear;0.00079094;1;1
0.55;1217.859838;balanced;237;l1;saga;0.003477051;1;1
0.935;0.000856904;balanced;983;l1;liblinear;5.06E-05;1;1
0.55;2470.507154;balanced;786;l1;liblinear;0.001312981;1;1
0.565;4.70E-05;balanced;946;l2;liblinear;9.81E-05;1;1
0.565;7.50E-05;balanced;474;l2;liblinear;0.00569937;1;1
0.935;0.001515484;balanced;607;l1;liblinear;0.040547672;1;1
0.555;0.073394607;balanced;113;l2;saga;0.051587652;1;1
0.55;45.27325178;balanced;597;l2;saga;0.013151559;1;1
0.935;8503.148363;;885;l2;saga;0.001319006;1;1
0.605;0.002316825;balanced;520;l2;saga;0.000513888;1;1
0.935;0.000740152;;913;l2;liblinear;8.94E-05;1;1
0.55;63204.39048;balanced;913;l1;liblinear;0.003841484;1;1
0.935;1.24E-05;balanced;673;l1;saga;0.00727912;1;1
0.935;4495.661173;;625;l2;saga;0.057412453;1;1
0.54;0.040868426;balanced;172;l1;liblinear;1.46E-05;1;1
0.935;0.000186982;;821;l2;saga;0.000140321;1;1
0.935;1.629994814;;813;l1;saga;0.001397038;1;1
0.935;0.001448085;balanced;816;l1;saga;1.86E-05;1;1
0.935;305.067795;;734;l2;saga;1.86E-05;1;1
0.935;0.147627819;;313;l2;saga;0.017269084;1;1
0.935;0.056439355;;338;l2;liblinear;1.62E-05;1;1
0.935;0.004196046;;767;l2;liblinear;0.000329723;1;1
0.935;22.50123704;;839;l2;saga;0.000144004;1;1
0.935;521.6529646;;749;l1;liblinear;0.001822584;1;1
0.55;93.45072506;balanced;997;l2;liblinear;0.000123311;1;1
0.935;43.10426622;;735;l1;liblinear;0.015193436;1;1
0.935;18.63873039;;425;l2;liblinear;0.017095064;1;1
0.55;1353.358312;balanced;788;l1;saga;0.079553839;1;1
0.935;0.062120564;;601;l1;saga;0.001743495;1;1
0.55;31.02287626;balanced;215;l1;liblinear;0.00476198;1;1
0.55;89787.88607;balanced;495;l2;liblinear;9.09E-05;1;1
