value;params_bootstrap;params_criterion;params_max_depth;params_max_features;params_max_leaf_nodes;params_min_samples_leaf;params_min_samples_split;params_n_estimators;scaled;pca
0.935;True;log_loss;34;log2;139;0.011851431;0.113634961;635;1;0
0.935;True;entropy;51;log2;3;0.001293365;0.003366243;778;1;0
0.935;False;entropy;41;log2;989;0.015127387;0.008722188;832;1;0
0.925;True;log_loss;87;sqrt;871;0.0003539;0.001200768;840;1;0
0.935;True;gini;87;sqrt;646;0.373032205;0.010739259;665;1;0
0.925;True;entropy;95;log2;346;0.000116996;0.000225521;906;1;0
0.91;False;entropy;77;sqrt;154;0.000704203;0.007015302;170;1;0
0.935;False;log_loss;44;;607;0.489981721;0.201604583;229;1;0
0.91;False;gini;90;sqrt;603;0.000549636;0.000123825;202;1;0
0.92;False;gini;8;log2;109;0.00014217;0.000416149;801;1;0
0.915;False;log_loss;14;sqrt;76;0.000771053;0.001582787;808;1;0
0.935;True;gini;5;log2;819;0.158471297;0.004702818;945;1;0
0.935;False;gini;91;sqrt;33;0.19055829;0.779590429;995;1;0
0.935;True;log_loss;60;;642;0.047964507;0.002357208;340;1;0
0.935;True;gini;78;;468;0.030819982;0.000246975;525;1;0
0.935;False;entropy;41;;799;0.361357338;0.020448828;699;1;0
0.935;True;gini;29;sqrt;79;0.001075815;0.440275832;726;1;0
0.925;False;gini;84;log2;696;0.001930231;0.000882686;886;1;0
0.935;True;gini;72;;249;0.022403214;0.008119288;406;1;0
0.925;False;log_loss;38;log2;190;0.000613802;0.033841055;848;1;0
0.935;True;gini;92;log2;803;0.004328953;0.000204472;415;1;0
0.935;True;log_loss;12;log2;865;0.07338454;0.040092788;73;1;0
0.925;True;log_loss;35;log2;935;0.000362719;0.000336547;818;1;0
0.935;False;log_loss;56;log2;248;0.152218116;0.000824752;363;1;0
0.935;True;log_loss;47;;43;0.001504852;0.024642973;230;1;0
0.935;True;gini;3;log2;570;0.498550664;0.534441021;992;1;0
0.91;False;entropy;90;sqrt;256;0.001179017;0.001405148;529;1;0
0.935;True;entropy;57;log2;160;0.081922481;0.000723717;823;1;0
0.93;False;log_loss;79;;425;0.001616904;0.012563724;263;1;0
0.925;True;log_loss;61;log2;420;0.000231565;0.00858436;330;1;0
0.935;False;log_loss;29;log2;33;0.032085038;0.001128229;303;1;0
0.92;False;entropy;30;;620;0.00023276;0.056510025;519;1;0
0.935;False;gini;41;;767;0.171551524;0.000613082;966;1;0
0.935;False;entropy;36;;828;0.027587766;0.217407473;26;1;0
0.935;True;log_loss;87;;618;0.026002016;0.007650069;61;1;0
0.935;True;entropy;50;;701;0.000239964;0.001347707;14;1;0
0.925;True;log_loss;96;log2;946;0.000752134;0.000732842;565;1;0
0.935;False;gini;34;sqrt;149;0.00478366;0.010547503;713;1;0
0.935;True;log_loss;95;sqrt;232;0.000661694;0.685322976;539;1;0
0.935;False;gini;16;sqrt;378;0.007534188;0.013207334;432;1;0
0.935;True;entropy;11;sqrt;78;0.095436362;0.007400282;91;1;0
0.925;False;entropy;52;log2;889;0.000334029;0.021712023;110;1;0
0.935;False;entropy;90;log2;608;0.00099474;0.329901223;248;1;0
0.935;True;gini;36;;559;0.278371598;0.027863934;609;1;0
0.93;True;log_loss;67;;991;0.000109142;0.000160303;864;1;0
0.935;True;gini;69;sqrt;157;0.401276777;0.000211722;627;1;0
0.935;False;gini;13;log2;919;0.005410816;0.057842678;913;1;0
0.935;True;gini;6;log2;888;0.000438734;0.002476512;119;1;0
0.935;True;log_loss;16;log2;343;0.03122673;0.078088782;692;1;0
0.935;True;log_loss;100;log2;599;0.10283927;0.06394993;602;1;0
0.935;True;gini;94;;287;0.018661965;0.000720859;474;1;0
0.935;False;gini;85;log2;208;0.009585142;0.000547957;365;1;0
0.935;False;entropy;77;log2;341;0.000705771;0.199612623;125;1;0
0.935;True;log_loss;19;;765;0.002566163;0.015662915;773;1;0
0.935;True;entropy;68;sqrt;883;0.004516606;0.011931124;996;1;0
0.935;False;gini;87;;760;0.005092081;0.778523447;230;1;0
0.935;False;gini;6;sqrt;816;0.013118617;0.005409996;846;1;0
0.935;False;entropy;76;log2;35;0.029428787;0.000240248;394;1;0
0.93;True;entropy;57;;158;0.000996433;0.000146947;670;1;0
0.935;True;log_loss;53;log2;113;0.00104804;0.70950375;972;1;0
0.935;True;entropy;55;sqrt;30;0.06902861;0.001709101;817;1;0
0.93;False;entropy;68;;460;0.000236016;0.300951037;351;1;0
0.935;False;gini;6;log2;26;0.000713709;0.027112266;427;1;0
0.935;False;gini;93;;592;0.031729836;0.006511135;746;1;0
0.935;True;gini;51;;455;0.002541723;0.006680443;604;1;0
0.935;False;entropy;55;;165;0.183085477;0.000131033;91;1;0
0.91;False;log_loss;20;log2;590;0.000177841;0.00880695;207;1;0
0.935;False;gini;11;;11;0.004901363;0.000277546;856;1;0
0.935;False;entropy;14;sqrt;973;0.000858854;0.229284598;295;1;0
0.935;False;log_loss;27;sqrt;762;0.016996884;0.78198687;275;1;0
0.935;True;log_loss;58;;352;0.004182491;0.369626366;156;1;0
0.915;False;log_loss;18;;986;0.000397686;0.038524926;446;1;0
0.935;False;entropy;41;log2;116;0.000429558;0.263503523;69;1;0
0.935;True;gini;52;sqrt;962;0.000590362;0.080916144;572;1;0
0.93;False;entropy;88;;689;0.003597805;0.016012224;350;1;0
0.925;False;entropy;21;;672;0.001276101;0.000184464;662;1;0
0.935;False;log_loss;69;sqrt;29;0.003362559;0.005176214;24;1;0
0.935;True;log_loss;88;log2;627;0.034315433;0.045248855;377;1;0
0.935;True;log_loss;5;log2;891;0.002949947;0.009417949;236;1;0
0.935;False;log_loss;14;;45;0.012838979;0.205986376;59;1;0
0.935;False;entropy;64;log2;615;0.036720755;0.003450263;521;1;0
0.935;False;entropy;11;log2;552;0.000507825;0.189190193;929;1;0
0.935;True;gini;13;;870;0.000132352;0.112609879;477;1;0
0.935;True;log_loss;16;sqrt;638;0.007202159;0.007048835;521;1;0
0.935;False;log_loss;32;sqrt;909;0.000116832;0.069726775;732;1;0
0.91;False;entropy;56;log2;765;0.000409699;0.005434599;158;1;0
0.935;True;log_loss;44;sqrt;316;0.009906908;0.000307873;109;1;0
0.925;False;log_loss;9;sqrt;212;0.000577204;0.020756265;692;1;0
0.935;False;log_loss;97;sqrt;689;0.025029248;0.010031704;299;1;0
0.935;True;log_loss;63;;558;0.00067416;0.090013895;595;1;0
0.935;False;entropy;45;log2;910;0.000127632;0.118053816;926;1;0
0.935;True;log_loss;83;log2;253;0.001601188;0.000127156;827;1;0
0.895;False;entropy;49;;383;0.001075311;0.000186995;417;1;0
0.935;True;log_loss;35;;758;0.001715035;0.001044752;228;1;0
0.905;False;log_loss;99;;992;0.000141846;0.006333861;922;1;0
0.93;False;gini;10;log2;610;0.002004808;0.002373606;539;1;0
0.93;True;gini;56;;684;0.000353063;0.000239876;856;1;0
0.935;False;log_loss;30;;576;0.345109336;0.007826182;23;1;0
0.935;True;entropy;85;;405;0.051326118;0.022863438;387;1;0
0.935;True;entropy;53;log2;936;0.004238588;0.476574971;480;1;0
0.935;False;gini;51;sqrt;524;0.499381275;0.001842921;711;1;0
0.935;False;log_loss;2;;676;0.00022434;0.0053325;871;1;0
0.935;False;entropy;34;log2;609;0.050852573;0.00201219;276;1;0
0.935;False;entropy;67;sqrt;238;0.351693518;0.136157111;332;1;0
0.935;True;log_loss;75;sqrt;739;0.002678886;0.71147931;561;1;0
0.935;True;log_loss;24;log2;722;0.106007752;0.001486773;833;1;0
0.935;False;entropy;71;;473;0.0051351;0.001974302;753;1;0
0.92;True;gini;60;sqrt;287;0.000557649;0.00101309;817;1;0
0.935;False;gini;56;;376;0.082499459;0.000438335;701;1;0
0.935;True;gini;4;log2;310;0.041640176;0.022856145;907;1;0
0.92;True;gini;35;sqrt;500;0.000483802;0.005623278;233;1;0
0.935;True;log_loss;49;;539;0.054860022;0.002121841;873;1;0
0.935;False;entropy;94;sqrt;308;0.019740261;0.142810089;979;1;0
0.935;True;gini;52;;154;0.126828661;0.521787192;670;1;0
0.935;True;gini;61;sqrt;306;0.000205104;0.032439942;471;1;0
0.935;False;log_loss;31;log2;359;0.002045338;0.018444672;60;1;0
0.935;True;entropy;82;sqrt;917;0.002754825;0.025430804;906;1;0
0.915;False;entropy;70;log2;111;0.001110027;0.014010735;934;1;0
0.935;False;gini;98;sqrt;418;0.199725652;0.001923775;870;1;0
0.935;False;log_loss;88;log2;762;0.029316436;0.128705674;836;1;0
0.935;True;entropy;96;sqrt;728;0.007290178;0.218518287;631;1;0
0.935;True;gini;88;sqrt;85;0.113587709;0.006244737;202;1;0
0.935;False;gini;64;;561;0.21036944;0.00379621;288;1;0
0.935;True;entropy;94;sqrt;907;0.482716673;0.010104476;518;1;0
0.935;True;gini;34;;793;0.495637927;0.000990005;472;1;0
0.935;False;gini;7;log2;271;0.119167725;0.000251402;334;1;0
0.91;False;gini;98;log2;568;0.001143169;0.000171098;46;1;0
0.925;True;log_loss;100;log2;141;0.000321922;0.000300339;862;1;0
0.935;False;log_loss;51;log2;50;0.35608913;0.007388349;277;1;0
0.925;False;gini;80;;946;0.002159486;0.004685598;950;1;0
0.935;False;gini;55;log2;898;0.003587989;0.985328653;795;1;0
0.935;True;log_loss;14;;469;0.000834657;0.875267558;158;1;0
0.915;False;log_loss;49;sqrt;967;0.00015982;0.008095717;966;1;0
0.935;False;entropy;66;;755;0.001550887;0.067248525;87;1;0
0.935;True;entropy;79;log2;595;0.122980057;0.004745392;832;1;0
0.935;True;entropy;91;sqrt;245;0.008135387;0.107027295;735;1;0
0.925;False;gini;89;;273;0.00218035;0.005397477;889;1;0
0.935;True;log_loss;79;sqrt;514;0.002836021;0.771629843;708;1;0
0.935;False;log_loss;95;log2;152;0.234500516;0.443451612;72;1;0
0.915;False;gini;23;;626;0.000920904;0.000100499;409;1;0
0.93;True;log_loss;73;;613;0.000660903;0.000934395;969;1;0
0.925;False;log_loss;90;sqrt;926;0.001102711;0.031939432;771;1;0
0.935;False;gini;9;;706;0.000279177;0.185659069;118;1;0
0.925;True;entropy;14;sqrt;877;0.000131672;0.000117983;545;1;0
0.935;True;log_loss;83;;6;0.000645619;0.300914542;449;1;0
0.935;False;log_loss;70;log2;823;0.357832899;0.094106814;702;1;0
0.935;False;entropy;61;log2;345;0.126968774;0.116876996;443;1;0
0.935;False;entropy;17;sqrt;141;0.047088586;0.020172729;618;1;0
0.935;True;gini;95;sqrt;237;0.049605957;0.731584347;711;1;0
0.93;False;log_loss;54;;447;0.003379976;0.000335377;791;1;0
0.935;False;gini;8;sqrt;851;0.125879268;0.003565805;969;1;0
0.935;True;log_loss;17;;937;0.163368455;0.003228696;178;1;0
0.935;True;entropy;20;sqrt;450;0.081276036;0.137684088;896;1;0
0.935;False;entropy;6;sqrt;464;0.001082685;0.000784283;197;1;0
0.935;False;entropy;1;sqrt;486;0.000201763;0.005636426;889;1;0
0.93;True;gini;36;;505;0.000720723;0.000101664;641;1;0
0.935;True;entropy;51;sqrt;88;0.021744779;0.000161677;925;1;0
0.935;True;log_loss;43;sqrt;495;0.473775827;0.005523796;935;1;0
0.935;False;log_loss;32;sqrt;958;0.018489265;0.003663623;425;1;0
0.935;False;entropy;59;;372;0.117429944;0.372179778;835;1;0
0.935;False;entropy;96;sqrt;199;0.012916797;0.070585073;145;1;0
0.935;True;gini;93;sqrt;56;0.074649773;0.001223593;172;1;0
0.935;False;gini;27;log2;825;0.000535678;0.090609849;813;1;0
0.935;True;entropy;75;log2;586;0.406438702;0.240254931;562;1;0
0.935;False;gini;15;sqrt;251;0.010237934;0.006802219;676;1;0
0.935;False;entropy;9;sqrt;198;0.479863573;0.057592132;631;1;0
0.925;False;entropy;22;;301;0.001958984;0.00087375;292;1;0
0.935;False;entropy;24;log2;131;0.011836978;0.000265648;763;1;0
0.925;True;gini;68;sqrt;790;0.001117957;0.000428779;477;1;0
0.935;False;entropy;94;log2;687;0.1831875;0.034777587;699;1;0
0.935;False;entropy;13;sqrt;788;0.008703752;0.008879546;350;1;0
0.91;False;gini;24;sqrt;119;0.000148625;0.000656303;969;1;0
0.935;True;entropy;44;sqrt;359;0.012575375;0.001862226;644;1;0
0.935;True;gini;64;log2;292;0.009392412;0.003659524;135;1;0
0.935;False;entropy;69;log2;599;0.2068511;0.016036748;410;1;0
0.925;True;log_loss;31;log2;637;0.000819288;0.003089668;554;1;0
0.925;False;gini;30;sqrt;497;0.001368901;0.001457348;779;1;0
0.935;True;log_loss;51;;346;0.006559252;0.001612538;236;1;0
0.935;True;log_loss;31;log2;95;0.000119581;0.31227605;84;1;0
0.935;False;gini;21;log2;705;0.09129776;0.000487587;138;1;0
0.935;True;entropy;35;log2;648;0.245088463;0.359264565;95;1;0
0.935;False;gini;64;sqrt;670;0.002729833;0.002936889;22;1;0
0.935;False;log_loss;38;;48;0.034704246;0.001154604;299;1;0
0.935;True;gini;70;;940;0.049965474;0.028449433;989;1;0
0.935;True;log_loss;8;;190;0.193930368;0.542652586;369;1;0
0.935;True;entropy;55;log2;626;0.064981123;0.003975047;190;1;0
0.935;True;gini;85;;895;0.191825675;0.000274331;997;1;0
0.935;False;entropy;4;log2;273;0.010672385;0.00011315;654;1;0
0.935;True;gini;47;log2;918;0.036180196;0.163905569;77;1;0
0.935;False;entropy;77;log2;84;0.324900258;0.237289977;624;1;0
0.935;True;entropy;40;sqrt;750;0.181774763;0.003510272;571;1;0
0.935;True;log_loss;99;log2;371;0.0048423;0.256661333;704;1;0
0.92;False;log_loss;41;log2;573;0.000137915;0.011367819;89;1;0
0.935;True;log_loss;33;;874;0.378422178;0.000380163;78;1;0
0.92;True;gini;14;log2;609;0.00011684;0.005692407;562;1;0
0.935;False;log_loss;73;log2;546;0.233417784;0.009192668;320;1;0
0.935;False;gini;64;sqrt;984;0.004411693;0.002471627;548;1;0
0.93;True;entropy;94;sqrt;926;0.001007121;0.002610971;428;1;0
0.92;True;gini;92;log2;728;0.000284603;0.001090234;831;1;0
0.935;False;gini;4;sqrt;12;0.253731924;0.000357282;967;1;0
0.935;True;log_loss;75;sqrt;947;0.00890562;0.003294757;584;1;0
0.91;False;entropy;50;log2;522;0.000103207;0.000266136;955;1;0
0.935;False;gini;66;;749;0.02639454;0.053379038;31;1;0
0.935;False;log_loss;93;log2;615;0.003199578;0.152059714;719;1;0
0.935;True;log_loss;25;sqrt;221;0.048679606;0.018045158;540;1;0
0.935;True;log_loss;92;sqrt;155;0.001799757;0.000303433;144;1;0
0.935;True;gini;37;;827;0.172589161;0.001586712;495;1;0
0.935;False;gini;13;log2;866;0.000736625;0.144840084;890;1;0
0.935;True;entropy;11;;276;0.003623763;0.008433084;182;1;0
0.935;True;log_loss;94;;931;0.002286299;0.072726023;226;1;0
0.935;False;gini;61;;276;0.472710661;0.021270863;637;1;0
0.935;True;log_loss;54;;412;0.480786896;0.010320314;345;1;0
0.91;False;log_loss;33;;876;0.000750572;0.017480886;40;1;0
0.935;True;log_loss;94;log2;226;0.001489989;0.000492652;435;1;0
0.935;False;entropy;42;log2;287;0.003307347;0.029599965;19;1;0
0.935;False;log_loss;85;;270;0.391170431;0.005869253;984;1;0
0.935;True;gini;79;;105;0.00353009;0.029526494;560;1;0
0.935;False;log_loss;75;;496;0.03200467;0.000193075;242;1;0
0.915;False;gini;22;log2;455;0.000423295;0.000324066;57;1;0
0.935;True;gini;39;log2;486;0.009487065;0.000144253;253;1;0
0.935;True;log_loss;94;;950;0.453761911;0.001309244;538;1;0
0.935;False;entropy;91;log2;701;0.393241019;0.005931107;726;1;0
0.935;False;gini;14;log2;276;0.200735644;0.058078997;222;1;0
0.935;True;log_loss;57;sqrt;779;0.004732945;0.079733218;745;1;0
0.935;False;entropy;23;log2;817;0.038313712;0.033125903;215;1;0
0.935;True;gini;24;sqrt;555;0.001777386;0.018570142;782;1;0
0.935;True;gini;33;;942;0.001718182;0.000402207;851;1;0
0.935;False;log_loss;7;sqrt;440;0.112997308;0.031838745;817;1;0
0.935;True;log_loss;80;;333;0.003629231;0.00012187;152;1;0
0.91;False;log_loss;47;log2;577;0.001180908;0.00011045;680;1;0
0.93;True;entropy;59;;599;0.001237575;0.000666032;711;1;0
0.935;True;log_loss;21;log2;65;0.006806492;0.000669787;683;1;0
0.935;False;gini;17;sqrt;866;0.377173933;0.778828268;550;1;0
0.91;False;gini;14;log2;739;0.000865888;0.000629166;501;1;0
0.93;True;log_loss;82;;869;0.000710739;0.000455511;640;1;0
0.935;False;entropy;25;sqrt;205;0.005690148;0.398565742;427;1;0
0.935;True;log_loss;46;;310;0.049205935;0.000174505;878;1;0
0.935;True;entropy;91;log2;860;0.004610521;0.476291975;319;1;0
0.935;False;entropy;10;log2;53;0.000994973;0.052612782;232;1;0
0.935;True;gini;25;;820;0.00158728;0.002178861;630;1;0
0.935;False;log_loss;46;log2;215;0.00445244;0.006722099;676;1;0
0.935;True;log_loss;11;;555;0.056396734;0.098192415;536;1;0
0.925;True;gini;16;;652;0.000173505;0.000214213;111;1;0
0.935;False;log_loss;18;sqrt;478;0.060081115;0.002262804;495;1;0
0.935;False;entropy;50;sqrt;791;0.08135819;0.217426135;220;1;0
0.935;True;entropy;51;sqrt;760;0.006042134;0.003187065;541;1;0
0.935;True;entropy;59;log2;587;0.01818285;0.000719116;881;1;0
0.935;True;entropy;100;log2;770;0.000219133;0.138747794;230;1;0
0.935;False;gini;24;sqrt;961;0.002918535;0.156114005;230;1;0
0.91;False;log_loss;60;;902;0.000987582;0.020980543;585;1;0
0.935;True;log_loss;5;log2;535;0.003081493;0.043510643;551;1;0
0.935;False;log_loss;83;sqrt;441;0.050302025;0.00207067;941;1;0
0.925;True;gini;47;log2;731;0.000204252;0.000788744;149;1;0
0.92;True;gini;56;log2;781;0.000127137;0.000118361;853;1;0
0.935;False;entropy;92;;198;0.027234442;0.049818382;255;1;0
0.935;True;gini;26;log2;831;0.002943962;0.000127104;795;1;0
0.935;True;log_loss;25;;389;0.000171823;0.10635969;978;1;0
0.935;True;gini;42;sqrt;282;0.000110605;0.025961079;934;1;0
0.935;True;log_loss;20;log2;820;0.152686001;0.00011895;991;1;0
0.935;True;gini;38;sqrt;358;0.001324246;0.046405303;747;1;0
0.935;False;log_loss;26;sqrt;228;0.007724648;0.001757841;823;1;0
0.935;True;entropy;96;log2;474;0.109503713;0.068835077;12;1;0
0.935;False;entropy;82;;311;0.008312372;0.025947965;91;1;0
0.935;True;entropy;27;sqrt;47;0.406019638;0.013211533;858;1;0
0.935;False;entropy;34;;188;0.004115385;0.000195954;987;1;0
0.935;False;gini;77;sqrt;776;0.02268894;0.656679256;289;1;0
0.93;False;entropy;19;;496;0.002000075;0.027890459;127;1;0
0.935;False;entropy;80;sqrt;565;0.002016972;0.038932344;538;1;0
0.935;False;log_loss;69;log2;818;0.273693764;0.300871548;457;1;0
0.925;False;log_loss;63;;590;0.00170846;0.006542937;550;1;0
0.935;True;log_loss;49;log2;393;0.060831821;0.034658334;100;1;0
0.93;True;log_loss;35;;471;0.000360521;0.000729697;294;1;0
0.935;False;entropy;37;sqrt;924;0.000409988;0.296271251;677;1;0
0.935;True;gini;29;log2;243;0.005311845;0.000180295;394;1;0
0.935;True;gini;78;log2;171;0.003465824;0.11665586;236;1;0
0.935;False;gini;90;log2;160;0.465266001;0.005524267;675;1;1
0.935;False;entropy;59;;599;0.031761191;0.252730842;790;1;1
0.935;False;log_loss;84;sqrt;640;0.461184303;0.924941169;834;1;1
0.94;False;gini;30;sqrt;239;0.001055435;0.093351412;943;1;1
0.92;False;entropy;43;log2;454;0.000145399;0.01043755;61;1;1
0.935;True;entropy;34;sqrt;97;0.203078837;0.367075846;724;1;1
0.935;True;entropy;72;sqrt;540;0.141091835;0.00079962;964;1;1
0.935;True;entropy;4;log2;63;0.013611857;0.207262851;404;1;1
0.935;True;gini;87;sqrt;685;0.011796441;0.001032017;183;1;1
0.935;True;entropy;11;sqrt;166;0.365238511;0.000851068;148;1;1
0.935;True;log_loss;35;log2;725;0.311434235;0.136287077;955;1;1
0.935;False;log_loss;72;log2;968;0.000645339;0.445846555;304;1;1
0.925;True;entropy;95;log2;563;0.000302479;0.002864928;998;1;1
0.935;False;entropy;57;sqrt;980;0.052411757;0.113702368;170;1;1
0.935;False;entropy;45;;489;0.000862983;0.50829235;545;1;1
0.935;False;log_loss;61;;202;0.221155744;0.028892878;959;1;1
0.935;False;gini;66;;59;0.007471137;0.000258628;568;1;1
0.935;True;entropy;95;sqrt;546;0.005724286;0.066758103;281;1;1
0.935;True;entropy;91;sqrt;797;0.18704535;0.083737436;143;1;1
0.935;True;gini;37;;700;0.058958342;0.000771254;573;1;1
0.935;True;gini;77;log2;921;0.002972195;0.009429006;987;1;1
0.935;False;log_loss;3;log2;480;0.001598553;0.012439308;738;1;1
0.935;False;log_loss;5;;656;0.012905964;0.000535249;233;1;1
0.935;False;gini;93;log2;730;0.031741305;0.011585678;788;1;1
0.935;False;log_loss;76;log2;602;0.004628954;0.000123017;770;1;1
0.935;True;entropy;79;log2;641;0.492709187;0.000239243;820;1;1
0.935;True;gini;86;;36;0.09753629;0.027502185;371;1;1
0.9;False;log_loss;63;;865;0.000288214;0.012153536;423;1;1
0.91;False;entropy;56;;229;0.00182538;0.000597681;773;1;1
0.935;True;log_loss;98;;327;0.010018734;0.016889382;709;1;1
0.935;True;entropy;94;sqrt;912;0.029858669;0.003260587;368;1;1
0.935;True;log_loss;77;sqrt;760;0.005464979;0.000950945;363;1;1
0.935;True;entropy;44;;763;0.484714211;0.082145395;768;1;1
0.935;False;gini;2;;773;0.207739236;0.856609818;580;1;1
0.915;True;gini;25;;822;0.000319094;0.000138109;672;1;1
0.91;False;entropy;52;log2;745;0.000247037;0.000775002;127;1;1
0.935;False;entropy;34;sqrt;602;0.008646327;0.001521521;92;1;1
0.935;False;entropy;50;log2;856;0.01455421;0.000103914;229;1;1
0.915;True;log_loss;62;;764;0.000449022;0.000841022;598;1;1
0.935;False;log_loss;43;sqrt;300;0.007560633;0.011181795;311;1;1
0.935;True;log_loss;28;sqrt;466;0.360647288;0.144603079;873;1;1
0.935;False;gini;73;;542;0.448345766;0.067338939;127;1;1
0.905;False;log_loss;71;;892;0.001198003;0.014022443;259;1;1
0.935;True;entropy;34;;241;0.00180363;0.000204825;970;1;1
0.915;False;gini;73;;139;0.000138811;0.004781031;667;1;1
0.935;False;entropy;17;log2;324;0.003748716;0.002060688;252;1;1
0.935;True;log_loss;7;log2;754;0.004672366;0.002604815;298;1;1
0.935;False;log_loss;24;log2;71;0.00136287;0.973119494;104;1;1
0.935;False;gini;59;log2;900;0.214933605;0.016151657;492;1;1
0.935;True;log_loss;8;log2;640;0.430988167;0.074606981;993;1;1
0.935;True;entropy;69;sqrt;380;0.481060964;0.000354493;608;1;1
0.935;True;entropy;8;log2;326;0.002694592;0.308778961;608;1;1
0.935;True;log_loss;8;sqrt;135;0.007713083;0.003557035;710;1;1
0.935;False;gini;83;sqrt;225;0.000370349;0.536981101;326;1;1
0.935;False;log_loss;36;;748;0.021646495;0.109900791;136;1;1
0.935;False;log_loss;77;log2;434;0.004351359;0.019802755;342;1;1
0.935;False;gini;23;;790;0.195798421;0.752547088;913;1;1
0.935;True;log_loss;45;sqrt;937;0.001264976;0.000377813;64;1;1
0.935;False;gini;13;sqrt;161;0.02092067;0.002571297;804;1;1
0.935;True;entropy;79;sqrt;643;0.001662481;0.601065424;198;1;1
0.92;True;log_loss;67;log2;905;0.00019985;0.000229132;389;1;1
0.935;False;gini;80;sqrt;64;0.013466405;0.000626388;97;1;1
0.935;False;entropy;51;;148;0.031409825;0.672039072;267;1;1
0.935;False;entropy;64;;862;0.483471408;0.000151002;681;1;1
0.935;True;entropy;9;log2;453;0.043235727;0.000603407;754;1;1
0.935;True;log_loss;84;;913;0.000129515;0.330423587;689;1;1
0.935;True;gini;95;;249;0.105536398;0.000947268;1000;1;1
0.935;True;gini;60;;173;0.056092269;0.036158743;177;1;1
0.93;False;log_loss;38;;300;0.000770129;0.922463417;941;1;1
0.935;False;entropy;78;;317;0.206873096;0.022836761;203;1;1
0.935;True;log_loss;88;log2;437;0.026231144;0.602570448;769;1;1
0.935;True;gini;4;sqrt;920;0.000515649;0.009929128;257;1;1
0.935;False;entropy;10;;376;0.096614817;0.008168784;514;1;1
0.935;True;entropy;49;;725;0.20820982;0.005112737;250;1;1
0.91;False;gini;32;;933;0.000128281;0.000827554;819;1;1
0.935;False;gini;74;sqrt;728;0.006150134;0.04073703;188;1;1
0.935;True;gini;41;sqrt;324;0.007840213;0.000279184;124;1;1
0.935;False;entropy;71;;312;0.001084145;0.129529484;506;1;1
0.935;True;log_loss;88;log2;111;0.200540237;0.022379031;935;1;1
0.935;True;log_loss;3;log2;42;0.062644903;0.010159;824;1;1
0.935;True;entropy;13;sqrt;303;0.000534427;0.007142964;762;1;1
0.92;True;log_loss;24;sqrt;403;0.000304634;0.001099378;735;1;1
0.935;True;log_loss;3;log2;958;0.36285644;0.000105354;304;1;1
0.935;True;entropy;54;sqrt;862;0.048469517;0.0060336;120;1;1
0.935;True;gini;86;sqrt;644;0.003932268;0.079899134;886;1;1
0.935;False;gini;2;sqrt;797;0.038144275;0.008589163;687;1;1
0.935;False;log_loss;7;log2;711;0.001309582;0.368097493;853;1;1
0.935;False;gini;93;sqrt;574;0.293905082;0.000401291;273;1;1
0.9;False;entropy;90;;459;0.000167148;0.007278048;555;1;1
0.935;False;gini;18;sqrt;992;0.016888674;0.027794591;845;1;1
0.935;False;log_loss;54;sqrt;849;0.020540911;0.241029719;601;1;1
0.935;False;entropy;85;log2;523;0.001428561;0.188613178;836;1;1
0.935;True;log_loss;41;;334;0.000137566;0.239848291;629;1;1
0.93;False;entropy;31;;658;0.000248942;0.098636107;179;1;1
0.935;False;log_loss;12;;103;0.075445716;0.115421096;583;1;1
0.93;False;entropy;84;sqrt;867;0.000287578;0.052420115;98;1;1
0.935;True;entropy;13;log2;416;0.094927357;0.0001092;516;1;1
0.935;True;gini;15;log2;978;0.010122483;0.000249535;448;1;1
0.935;True;gini;95;log2;33;0.006364854;0.011379472;885;1;1
0.915;True;gini;84;;638;0.000860421;0.000420693;863;1;1
0.935;False;entropy;15;log2;970;0.291145948;0.000973898;796;1;1
0.935;True;log_loss;80;;634;0.33645065;0.008902468;376;1;1
0.935;True;entropy;1;;916;0.012434909;0.000115499;10;1;1
0.935;True;gini;42;log2;39;0.002846889;0.983643129;394;1;1
0.91;False;gini;88;log2;448;0.000103827;0.00013106;134;1;1
0.92;False;log_loss;77;log2;459;0.000909085;0.007559388;570;1;1
0.935;False;log_loss;38;sqrt;820;0.005536071;0.2531788;864;1;1
0.935;True;entropy;25;;820;0.147696886;0.001923696;996;1;1
0.935;False;gini;22;log2;19;0.00227901;0.00011939;903;1;1
0.935;True;entropy;2;;118;0.002289839;0.367598312;81;1;1
0.935;True;entropy;48;log2;320;0.323698251;0.000103701;341;1;1
0.935;True;entropy;18;log2;726;0.150050665;0.000640107;375;1;1
0.935;False;gini;88;sqrt;812;0.053588532;0.062569579;651;1;1
0.935;False;entropy;62;log2;471;0.006171813;0.000582875;645;1;1
0.91;False;entropy;86;log2;775;0.000519373;0.00391437;950;1;1
0.935;False;log_loss;15;log2;240;0.426977273;0.058604845;869;1;1
0.925;True;log_loss;66;log2;427;0.00010622;0.002926506;339;1;1
0.935;False;gini;87;;166;0.000971279;0.514425593;282;1;1
0.935;False;entropy;39;sqrt;190;0.078998255;0.326880023;652;1;1
0.935;True;entropy;16;log2;243;0.029073811;0.267682801;660;1;1
0.935;False;log_loss;25;;853;0.005911206;0.072029245;357;1;1
0.935;False;entropy;13;;610;0.007719613;0.207945654;27;1;1
0.935;True;log_loss;42;;94;0.079316795;0.117397126;645;1;1
