value;params_activation;params_alpha;params_hidden_layer_sizes;params_learning_rate;params_max_iter;params_solver;scaled;pca
0.93;tanh;0.043911431;83;invscaling;547;lbfgs;1;0
0.93;logistic;0.004386781;29;adaptive;800;lbfgs;1;0
0.935;identity;0.010112741;54;adaptive;188;adam;1;0
0.805;identity;0.000107533;98;invscaling;345;sgd;1;0
0.935;tanh;2.72E-05;85;constant;577;sgd;1;0
0.935;identity;0.001195555;21;adaptive;762;sgd;1;0
0.935;logistic;2.87E-05;48;constant;559;adam;1;0
0.935;identity;0.003000704;89;invscaling;491;lbfgs;1;0
0.935;identity;0.035203757;36;invscaling;616;adam;1;0
0.935;logistic;0.000584435;11;adaptive;124;adam;1;0
0.92;relu;0.002466274;21;adaptive;679;lbfgs;1;0
0.935;logistic;0.000331112;34;constant;565;sgd;1;0
0.905;tanh;4.25E-05;21;adaptive;847;lbfgs;1;0
0.935;identity;2.48E-05;47;constant;675;lbfgs;1;0
0.935;relu;0.000465168;17;constant;269;sgd;1;0
0.935;identity;0.001008588;90;adaptive;974;lbfgs;1;0
0.935;logistic;0.000236494;45;invscaling;588;adam;1;0
0.065;logistic;0.006780629;22;invscaling;372;sgd;1;0
0.935;identity;0.01224305;96;invscaling;911;adam;1;0
0.935;identity;0.000217258;60;constant;831;lbfgs;1;0
0.635;tanh;0.03226766;50;invscaling;316;sgd;1;0
0.935;tanh;3.96E-05;11;adaptive;342;sgd;1;0
0.935;tanh;3.69E-05;77;adaptive;607;sgd;1;0
0.935;identity;0.002007602;96;invscaling;671;lbfgs;1;0
0.935;identity;1.29E-05;97;adaptive;106;lbfgs;1;0
0.935;tanh;0.001133124;100;adaptive;946;adam;1;0
0.935;tanh;0.007625321;7;invscaling;299;lbfgs;1;0
0.935;logistic;0.040565955;77;adaptive;524;sgd;1;0
0.935;tanh;0.030920267;80;adaptive;590;sgd;1;0
0.935;identity;0.0010575;77;adaptive;579;lbfgs;1;0
0.935;relu;6.61E-05;14;adaptive;999;lbfgs;1;0
0.935;identity;0.000169627;77;adaptive;788;adam;1;0
0.935;tanh;0.016430394;53;adaptive;642;sgd;1;0
0.935;identity;0.00018435;12;constant;899;adam;1;0
0.935;relu;0.001929593;8;constant;332;adam;1;0
0.935;tanh;0.003265537;78;adaptive;510;sgd;1;0
0.935;logistic;0.037177434;91;constant;904;adam;1;0
0.935;logistic;0.000214806;27;invscaling;175;adam;1;0
0.935;identity;0.000750588;82;constant;508;adam;1;0
0.935;identity;0.010948903;60;constant;956;lbfgs;1;0
0.935;tanh;0.001423805;2;adaptive;440;lbfgs;1;0
0.935;tanh;1.09E-05;5;adaptive;711;lbfgs;1;0
0.935;logistic;2.12E-05;9;adaptive;358;adam;1;0
0.935;relu;8.57E-05;2;invscaling;312;adam;1;0
0.935;logistic;0.007899484;100;invscaling;531;adam;1;0
0.935;identity;0.000143865;2;adaptive;983;sgd;1;0
0.935;identity;0.067973871;30;constant;433;lbfgs;1;0
0.935;relu;0.009552322;39;adaptive;307;sgd;1;0
0.935;identity;0.003716369;97;constant;409;adam;1;0
0.92;tanh;0.002644264;95;constant;793;lbfgs;1;0
0.935;identity;0.001400399;10;constant;638;sgd;1;0
0.935;logistic;0.002124359;44;constant;932;lbfgs;1;0
0.935;relu;0.050947934;40;invscaling;507;adam;1;0
0.935;logistic;0.002261257;2;constant;951;lbfgs;1;0
0.93;relu;0.00068946;41;constant;564;lbfgs;1;0
0.935;identity;2.85E-05;18;invscaling;839;adam;1;0
0.935;logistic;0.020622114;17;invscaling;689;sgd;1;0
0.935;tanh;0.000182571;9;adaptive;391;sgd;1;0
0.935;identity;0.032449045;33;constant;151;sgd;1;0
0.935;tanh;1.48E-05;100;constant;299;adam;1;0
0.925;tanh;0.01201692;55;constant;435;lbfgs;1;0
0.935;tanh;0.037092903;32;constant;518;adam;1;0
0.935;tanh;0.041530938;51;adaptive;461;sgd;1;0
0.935;tanh;0.000529441;100;adaptive;308;adam;1;0
0.935;logistic;0.012924777;12;constant;374;sgd;1;0
0.935;identity;0.000177683;17;constant;698;adam;1;0
0.935;relu;0.000159266;62;invscaling;319;adam;1;0
0.935;identity;0.006720056;39;invscaling;177;adam;1;0
0.935;tanh;0.037118858;68;adaptive;191;lbfgs;1;0
0.935;logistic;0.002715815;1;adaptive;154;adam;1;0
0.935;tanh;0.000220351;1;constant;910;adam;1;0
0.935;tanh;3.70E-05;86;adaptive;511;sgd;1;0
0.935;identity;0.000110256;38;constant;956;sgd;1;0
0.935;logistic;0.032137343;100;invscaling;505;sgd;1;0
0.935;logistic;1.53E-05;79;invscaling;362;sgd;1;0
0.935;relu;0.086850494;10;adaptive;832;lbfgs;1;0
0.935;tanh;6.78E-05;53;constant;952;sgd;1;0
0.935;identity;0.000232019;90;constant;278;sgd;1;0
0.935;relu;0.000136186;24;constant;964;adam;1;0
0.935;identity;0.02035358;92;adaptive;526;sgd;1;0
0.065;relu;2.83E-05;1;invscaling;476;sgd;1;0
0.93;relu;0.023989394;50;constant;584;lbfgs;1;0
0.935;logistic;0.007275104;70;constant;367;adam;1;0
0.63;tanh;0.000702671;17;invscaling;949;sgd;1;0
0.935;logistic;6.74E-05;46;invscaling;657;lbfgs;1;0
0.935;identity;0.021030719;55;adaptive;572;lbfgs;1;0
0.935;logistic;0.000770926;22;adaptive;680;sgd;1;0
0.93;relu;0.005523703;61;constant;584;lbfgs;1;0
0.935;identity;0.088448287;22;constant;313;sgd;1;0
0.84;tanh;0.000461544;55;invscaling;293;sgd;1;0
0.93;relu;0.000228771;79;adaptive;323;lbfgs;1;0
0.935;tanh;0.035159216;58;adaptive;591;sgd;1;0
0.915;tanh;0.000408901;56;constant;482;lbfgs;1;0
0.815;identity;6.86E-05;67;invscaling;707;sgd;1;0
0.935;logistic;0.019751085;21;adaptive;392;sgd;1;0
0.935;identity;0.021456916;58;adaptive;997;adam;1;0
0.935;logistic;3.36E-05;78;invscaling;420;sgd;1;0
0.935;identity;5.50E-05;26;adaptive;857;sgd;1;0
0.935;logistic;2.94E-05;85;constant;223;lbfgs;1;0
0.935;identity;0.00018812;45;adaptive;753;adam;1;0
0.935;logistic;5.95E-05;7;constant;640;sgd;1;0
0.495;identity;0.065769458;19;invscaling;117;sgd;1;0
0.935;logistic;0.000308166;87;invscaling;942;lbfgs;1;0
0.935;relu;0.047338329;73;adaptive;783;adam;1;0
0.93;relu;0.00085625;44;constant;489;lbfgs;1;0
0.93;tanh;0.033671053;48;constant;919;lbfgs;1;0
0.935;identity;0.014258717;82;adaptive;628;sgd;1;0
0.935;tanh;3.96E-05;92;adaptive;817;adam;1;0
0.91;tanh;2.31E-05;56;adaptive;133;lbfgs;1;0
0.935;relu;0.047480011;64;adaptive;813;adam;1;0
0.93;relu;7.88E-05;59;adaptive;263;lbfgs;1;0
0.935;identity;0.000113866;52;invscaling;963;adam;1;0
0.93;logistic;0.000682631;25;invscaling;348;lbfgs;1;0
0.935;identity;0.000111624;34;invscaling;422;adam;1;0
0.935;relu;0.079585278;56;constant;819;sgd;1;0
0.65;identity;0.091742079;65;invscaling;532;sgd;1;0
0.935;identity;1.04E-05;76;adaptive;815;lbfgs;1;0
0.925;tanh;2.62E-05;59;constant;129;lbfgs;1;0
0.935;logistic;0.001528994;47;invscaling;504;adam;1;0
0.935;identity;1.69E-05;94;invscaling;655;adam;1;0
0.935;logistic;0.011512283;82;constant;927;adam;1;0
0.935;tanh;0.001011099;80;constant;403;sgd;1;0
0.935;logistic;0.003602371;75;constant;613;lbfgs;1;0
0.935;identity;0.001378858;26;adaptive;244;adam;1;0
0.935;tanh;0.001253271;97;adaptive;472;adam;1;0
0.93;tanh;0.022005443;70;invscaling;698;lbfgs;1;0
0.935;logistic;3.69E-05;2;constant;779;adam;1;0
0.935;logistic;0.000209887;73;constant;116;lbfgs;1;0
0.935;identity;0.000431138;17;invscaling;725;lbfgs;1;0
0.935;tanh;2.24E-05;99;adaptive;891;adam;1;0
0.935;tanh;0.018159604;39;invscaling;585;adam;1;0
0.935;logistic;0.004660861;35;invscaling;422;adam;1;0
0.935;identity;0.046307445;59;invscaling;513;adam;1;0
0.605;tanh;0.001297444;24;invscaling;511;sgd;1;0
0.92;relu;0.004780321;54;constant;536;lbfgs;1;0
0.935;relu;0.010031889;43;invscaling;866;lbfgs;1;0
0.935;logistic;0.038388894;100;adaptive;385;sgd;1;0
0.935;relu;0.026544628;74;constant;382;adam;1;0
0.935;identity;0.074999979;50;invscaling;680;adam;1;0
0.935;logistic;0.000345632;96;adaptive;217;sgd;1;0
0.935;logistic;0.057758232;42;constant;103;lbfgs;1;0
0.935;logistic;0.000576261;28;adaptive;340;lbfgs;1;0
0.935;tanh;0.084832362;23;adaptive;311;adam;1;0
0.935;relu;0.038525022;1;adaptive;369;sgd;1;0
0.935;relu;0.042115183;53;constant;835;lbfgs;1;0
0.935;identity;1.96E-05;25;constant;998;lbfgs;1;0
0.93;relu;0.000369865;36;adaptive;346;lbfgs;1;0
0.935;tanh;0.04449992;83;adaptive;688;sgd;1;0
0.935;identity;1.29E-05;87;constant;469;lbfgs;1;0
0.935;identity;0.012485889;12;adaptive;569;adam;1;0
0.935;identity;0.004736386;14;adaptive;317;sgd;1;0
0.94;tanh;0.052334447;68;adaptive;695;lbfgs;1;0
0.615;identity;1.05E-05;6;invscaling;379;sgd;1;0
0.935;relu;0.001090138;11;constant;328;adam;1;0
0.935;tanh;0.006195769;30;adaptive;430;sgd;1;0
0.935;identity;7.26E-05;8;constant;965;lbfgs;1;0
0.935;logistic;0.010518095;94;constant;337;sgd;1;0
0.935;logistic;0.042104174;48;adaptive;629;adam;1;0
0.935;logistic;1.29E-05;100;adaptive;914;adam;1;0
0.935;logistic;3.89E-05;39;constant;592;sgd;1;0
0.935;tanh;0.024689;81;adaptive;351;adam;1;0
0.935;logistic;0.002514682;28;adaptive;198;sgd;1;0
0.935;identity;0.000146158;94;adaptive;431;adam;1;0
0.935;logistic;0.003879783;42;invscaling;408;sgd;1;0
0.935;identity;2.15E-05;21;constant;206;sgd;1;0
0.935;identity;0.00092097;74;constant;545;lbfgs;1;0
0.935;identity;0.000616557;89;constant;670;adam;1;0
0.935;relu;0.030899381;22;adaptive;132;adam;1;0
0.935;logistic;0.095183908;28;invscaling;852;adam;1;0
0.925;relu;0.011843497;74;invscaling;915;lbfgs;1;0
0.935;identity;1.91E-05;62;adaptive;372;adam;1;0
0.935;identity;3.75E-05;35;adaptive;988;adam;1;0
0.91;tanh;5.23E-05;65;adaptive;157;lbfgs;1;0
0.935;relu;0.001507811;98;constant;378;sgd;1;0
0.935;tanh;0.039756878;49;adaptive;991;sgd;1;0
0.935;identity;2.43E-05;99;constant;899;sgd;1;0
0.93;relu;0.000153635;37;invscaling;236;lbfgs;1;0
0.935;relu;0.000202007;92;adaptive;527;sgd;1;0
0.935;tanh;0.001318795;12;adaptive;696;sgd;1;0
0.935;tanh;0.003682215;20;constant;327;adam;1;0
0.865;relu;0.005336272;81;invscaling;796;sgd;1;0
0.92;tanh;0.000333075;62;invscaling;535;lbfgs;1;0
0.935;relu;0.001359815;18;constant;843;adam;1;0
0.925;relu;0.000111781;45;adaptive;929;lbfgs;1;0
0.265;tanh;2.13E-05;22;invscaling;709;sgd;1;0
0.935;relu;0.000318636;47;constant;172;adam;1;0
0.935;logistic;3.66E-05;22;constant;684;sgd;1;0
0.935;logistic;0.000106495;55;invscaling;854;adam;1;0
0.935;logistic;0.056659945;98;invscaling;406;adam;1;0
0.935;logistic;0.002835784;36;adaptive;256;sgd;1;0
0.935;relu;0.000869883;27;constant;969;sgd;1;0
0.935;identity;0.013526309;68;invscaling;829;lbfgs;1;0
0.935;logistic;0.008151916;95;adaptive;241;adam;1;0
0.935;relu;0.000146467;63;invscaling;473;adam;1;0
0.935;logistic;0.000676919;1;constant;718;adam;1;0
0.92;tanh;0.022275481;18;constant;292;lbfgs;1;0
0.925;relu;4.38E-05;73;adaptive;442;lbfgs;1;0
0.935;tanh;0.003791673;97;constant;196;adam;1;0
0.935;identity;0.000911415;35;constant;108;sgd;1;0
0.365;identity;0.001474941;86;invscaling;957;sgd;1;0
0.915;relu;1.22E-05;90;constant;910;lbfgs;1;0
0.935;tanh;0.00148783;72;adaptive;380;adam;1;0
0.935;logistic;0.081769843;58;constant;722;lbfgs;1;0
0.935;identity;0.015943111;80;adaptive;465;sgd;1;0
0.935;identity;0.030661776;96;invscaling;930;lbfgs;1;0
0.675;relu;0.000563773;57;invscaling;692;sgd;1;1
0.935;tanh;0.080971788;86;adaptive;845;sgd;1;1
0.935;identity;3.59E-05;81;constant;318;lbfgs;1;1
0.935;identity;0.00926262;65;invscaling;249;adam;1;1
0.58;identity;9.82E-05;18;invscaling;379;sgd;1;1
0.935;tanh;0.000269025;99;adaptive;434;adam;1;1
0.76;relu;0.000563536;5;invscaling;906;sgd;1;1
0.935;logistic;0.000915701;20;constant;461;sgd;1;1
0.935;tanh;0.000264307;23;invscaling;546;adam;1;1
0.935;identity;0.000233086;23;invscaling;563;adam;1;1
0.935;identity;6.57E-05;35;invscaling;818;lbfgs;1;1
0.935;logistic;0.000136867;97;adaptive;441;sgd;1;1
0.935;relu;0.023352099;60;constant;114;adam;1;1
0.93;relu;0.003785399;71;invscaling;659;lbfgs;1;1
0.935;logistic;0.086860926;14;invscaling;304;sgd;1;1
0.935;tanh;0.006662981;26;constant;102;sgd;1;1
0.935;identity;0.00416649;46;constant;817;sgd;1;1
0.935;tanh;0.00483086;90;invscaling;223;adam;1;1
0.935;logistic;0.001272314;88;constant;321;adam;1;1
0.935;relu;0.097799535;14;constant;684;adam;1;1
0.935;relu;0.007585032;10;constant;525;adam;1;1
0.935;relu;0.004213714;27;invscaling;391;adam;1;1
0.775;tanh;0.044370562;49;invscaling;716;sgd;1;1
0.935;tanh;2.34E-05;2;adaptive;134;adam;1;1
0.935;relu;1.17E-05;9;constant;958;sgd;1;1
0.91;tanh;1.51E-05;44;adaptive;554;lbfgs;1;1
0.935;relu;0.00042323;24;adaptive;996;adam;1;1
0.935;logistic;0.037404737;35;adaptive;152;sgd;1;1
0.935;tanh;0.007243003;45;constant;728;sgd;1;1
0.935;logistic;0.00158516;83;adaptive;785;lbfgs;1;1
0.935;logistic;5.09E-05;78;constant;272;adam;1;1
0.935;identity;0.003365144;70;invscaling;205;adam;1;1
0.93;tanh;0.015066031;62;invscaling;187;lbfgs;1;1
0.935;identity;0.079091689;29;adaptive;190;sgd;1;1
0.935;identity;0.012696682;51;invscaling;345;lbfgs;1;1
0.565;identity;0.006012109;57;invscaling;571;sgd;1;1
0.935;relu;5.24E-05;94;constant;427;sgd;1;1
0.935;logistic;0.001100213;89;constant;285;sgd;1;1
0.935;logistic;0.065030809;9;invscaling;240;sgd;1;1
0.935;tanh;0.000536524;5;adaptive;313;sgd;1;1
0.935;relu;0.096661307;1;invscaling;778;adam;1;1
0.935;logistic;0.029013305;80;adaptive;882;sgd;1;1
0.525;identity;0.002567425;96;invscaling;357;sgd;1;1
0.935;tanh;0.000784599;37;adaptive;556;sgd;1;1
0.935;relu;0.009142859;40;adaptive;310;sgd;1;1
0.935;identity;0.057604218;3;adaptive;895;sgd;1;1
0.935;tanh;0.000575594;98;invscaling;941;adam;1;1
0.935;relu;0.007044907;43;constant;663;sgd;1;1
0.935;logistic;0.020496417;68;constant;478;sgd;1;1
0.935;logistic;0.011149785;81;invscaling;427;adam;1;1
0.935;logistic;0.000106126;27;invscaling;673;sgd;1;1
0.935;relu;0.000350859;31;constant;523;adam;1;1
0.935;tanh;0.001263595;98;constant;914;adam;1;1
0.135;relu;0.000321569;31;invscaling;166;sgd;1;1
0.935;logistic;0.032925322;29;constant;491;sgd;1;1
0.935;identity;0.004264907;92;adaptive;822;adam;1;1
0.935;logistic;3.95E-05;90;adaptive;325;lbfgs;1;1
0.935;identity;1.28E-05;29;invscaling;643;adam;1;1
0.545;identity;0.060088022;22;invscaling;947;sgd;1;1
0.935;relu;0.000441468;5;constant;220;adam;1;1
0.935;identity;0.000889908;30;adaptive;659;adam;1;1
0.935;relu;0.024011934;54;constant;317;sgd;1;1
0.435;relu;0.000239957;38;invscaling;183;sgd;1;1
0.935;identity;0.00011248;56;constant;643;sgd;1;1
0.935;logistic;1.42E-05;15;adaptive;201;adam;1;1
0.935;tanh;3.10E-05;73;invscaling;204;adam;1;1
0.935;logistic;0.058304917;72;invscaling;396;sgd;1;1
0.935;logistic;0.000164425;81;adaptive;909;sgd;1;1
0.935;identity;0.000978805;40;constant;789;sgd;1;1
0.935;logistic;6.86E-05;46;adaptive;151;lbfgs;1;1
0.935;relu;8.30E-05;97;adaptive;531;adam;1;1
0.935;identity;2.48E-05;32;invscaling;903;adam;1;1
0.935;relu;0.003079604;21;invscaling;330;lbfgs;1;1
0.935;relu;4.92E-05;8;invscaling;689;adam;1;1
0.935;logistic;3.23E-05;90;adaptive;349;adam;1;1
0.935;logistic;0.001001221;11;invscaling;837;adam;1;1
0.92;logistic;0.000684851;9;invscaling;794;lbfgs;1;1
0.935;tanh;7.36E-05;100;constant;856;adam;1;1
0.935;tanh;0.000189755;89;invscaling;825;adam;1;1
0.935;tanh;7.51E-05;4;adaptive;236;adam;1;1
0.935;logistic;0.043457682;33;adaptive;301;lbfgs;1;1
0.935;tanh;1.55E-05;43;invscaling;210;adam;1;1
0.935;relu;0.017148007;91;invscaling;232;sgd;1;1
0.935;relu;0.0099312;54;adaptive;637;sgd;1;1
0.935;identity;1.63E-05;11;adaptive;258;sgd;1;1
0.935;relu;0.01245494;60;adaptive;725;lbfgs;1;1
0.935;logistic;1.49E-05;71;invscaling;626;adam;1;1
0.94;logistic;0.014584356;33;constant;544;lbfgs;1;1
0.935;tanh;2.79E-05;1;constant;376;lbfgs;1;1
0.935;logistic;0.012507201;77;invscaling;345;lbfgs;1;1
0.935;logistic;0.017337608;70;constant;923;adam;1;1
0.935;logistic;0.000339748;74;constant;847;adam;1;1
0.935;tanh;0.006987938;93;adaptive;662;sgd;1;1
0.91;logistic;0.000200174;31;adaptive;498;lbfgs;1;1
0.925;relu;0.000914056;18;adaptive;793;lbfgs;1;1
0.93;relu;0.001302332;14;invscaling;557;lbfgs;1;1
0.935;identity;0.086467751;84;constant;665;adam;1;1
0.935;identity;0.014575216;88;adaptive;579;lbfgs;1;1
0.935;identity;0.000569225;6;adaptive;957;lbfgs;1;1
0.935;identity;0.085509139;21;adaptive;209;lbfgs;1;1
0.91;tanh;0.001227131;70;invscaling;817;lbfgs;1;1
0.93;tanh;0.002350053;67;adaptive;210;lbfgs;1;1
0.935;logistic;1.66E-05;78;invscaling;163;sgd;1;1
0.935;identity;0.007787532;94;constant;375;lbfgs;1;1
0.935;tanh;3.75E-05;93;constant;353;sgd;1;1
0.935;logistic;0.000138073;45;invscaling;670;sgd;1;1
0.93;tanh;0.020835143;65;constant;196;lbfgs;1;1
0.935;relu;1.66E-05;37;invscaling;861;adam;1;1
0.935;tanh;0.000117224;32;adaptive;510;adam;1;1
0.675;tanh;0.001358798;85;invscaling;708;sgd;1;1
0.935;logistic;1.91E-05;98;invscaling;818;lbfgs;1;1
0.765;identity;8.69E-05;9;invscaling;832;sgd;1;1
0.935;tanh;0.019691849;9;invscaling;439;adam;1;1
0.91;tanh;0.000327022;35;constant;856;lbfgs;1;1
0.935;logistic;0.035416116;43;invscaling;676;lbfgs;1;1
0.935;tanh;3.36E-05;35;adaptive;454;adam;1;1
0.935;relu;0.000290497;21;adaptive;734;adam;1;1
0.935;logistic;0.000486379;98;adaptive;374;sgd;1;1
0.935;identity;0.004756386;53;adaptive;274;adam;1;1
0.92;logistic;0.000343079;19;invscaling;303;lbfgs;1;1
0.935;relu;0.018835978;92;invscaling;716;adam;1;1
0.935;logistic;0.091038768;55;constant;818;adam;1;1
0.935;relu;2.78E-05;38;adaptive;225;sgd;1;1
0.935;identity;0.017754207;65;constant;103;lbfgs;1;1
0.525;identity;0.004848475;96;invscaling;720;sgd;1;1
0.935;identity;3.56E-05;83;adaptive;184;adam;1;1
0.935;relu;0.000137801;64;constant;659;sgd;1;1
0.9;tanh;0.000230344;39;invscaling;650;sgd;1;1
0.935;relu;2.28E-05;24;constant;182;sgd;1;1
0.935;logistic;1.24E-05;71;adaptive;949;sgd;1;1
0.935;tanh;2.16E-05;25;constant;197;sgd;1;1
0.935;logistic;0.050031948;75;adaptive;427;sgd;1;1
0.935;tanh;0.020270837;61;adaptive;306;lbfgs;1;1
0.935;tanh;0.000194113;77;invscaling;258;adam;1;1
0.935;logistic;0.030059182;7;constant;322;adam;1;1
0.935;tanh;0.004171371;27;constant;719;sgd;1;1
0.935;logistic;3.98E-05;51;adaptive;261;adam;1;1
0.935;logistic;0.01660134;44;adaptive;100;lbfgs;1;1
0.935;tanh;0.000118635;25;adaptive;606;adam;1;1
0.935;relu;9.51E-05;26;invscaling;456;adam;1;1
0.935;identity;0.000167367;17;invscaling;681;lbfgs;1;1
0.925;tanh;1.18E-05;45;adaptive;344;lbfgs;1;1
0.935;logistic;1.50E-05;39;constant;869;sgd;1;1
0.43;tanh;1.53E-05;13;invscaling;355;sgd;1;1
0.935;relu;0.001593874;38;invscaling;218;adam;1;1
0.935;logistic;0.019416856;85;adaptive;427;adam;1;1
0.92;tanh;0.000316371;57;invscaling;173;lbfgs;1;1
0.935;relu;0.000230034;45;adaptive;768;adam;1;1
0.935;identity;0.041218838;17;adaptive;958;adam;1;1
0.935;logistic;1.93E-05;31;constant;243;adam;1;1
0.935;logistic;0.004361734;51;constant;379;sgd;1;1
0.785;tanh;2.91E-05;4;invscaling;762;sgd;1;1
0.93;tanh;0.01529176;30;adaptive;500;lbfgs;1;1
0.935;relu;0.000333475;80;invscaling;496;adam;1;1
0.93;tanh;0.00646857;10;invscaling;935;lbfgs;1;1
0.935;identity;0.034349681;12;adaptive;642;sgd;1;1
0.93;tanh;0.014733612;72;adaptive;102;lbfgs;1;1
0.935;relu;0.001763251;50;adaptive;254;sgd;1;1
0.92;tanh;0.001075156;24;constant;654;lbfgs;1;1
0.935;identity;0.000405829;23;invscaling;409;lbfgs;1;1
0.935;identity;1.15E-05;76;constant;510;lbfgs;1;1
0.935;logistic;0.000178711;81;adaptive;657;lbfgs;1;1
0.935;tanh;0.000274129;38;adaptive;823;sgd;1;1
0.935;identity;0.001792092;59;constant;630;adam;1;1
0.935;logistic;3.77E-05;20;constant;798;adam;1;1
0.935;tanh;0.001852276;13;constant;668;adam;1;1
0.935;tanh;0.06696281;73;constant;968;adam;1;1
0.89;tanh;1.87E-05;9;invscaling;226;sgd;1;1
0.935;logistic;0.000256581;55;adaptive;132;adam;1;1
0.925;tanh;0.008491903;95;invscaling;694;lbfgs;1;1
0.935;tanh;1.60E-05;57;invscaling;476;adam;1;1
0.875;logistic;0.002128796;26;invscaling;440;sgd;1;1
0.935;relu;0.078608782;5;invscaling;442;adam;1;1
0.935;logistic;0.017751548;75;invscaling;807;sgd;1;1
0.935;logistic;0.009913019;55;invscaling;394;sgd;1;1
0.935;identity;9.65E-05;51;constant;828;sgd;1;1
0.935;tanh;0.002013082;67;adaptive;498;sgd;1;1
0.935;logistic;0.001403975;76;invscaling;351;lbfgs;1;1
0.38;tanh;0.004457209;37;invscaling;757;sgd;1;1
0.935;logistic;0.015404485;38;constant;360;sgd;1;1
0.935;tanh;0.000642547;67;invscaling;382;adam;1;1
0.935;logistic;0.003824779;82;invscaling;419;adam;1;1
0.935;relu;3.79E-05;68;constant;631;adam;1;1
0.935;tanh;0.043080472;33;adaptive;672;adam;1;1
0.935;identity;0.008023703;12;invscaling;435;adam;1;1
0.935;tanh;0.09775616;78;constant;696;lbfgs;1;1
0.935;tanh;0.062294711;1;invscaling;171;lbfgs;1;1
0.905;tanh;1.74E-05;60;constant;552;lbfgs;1;1
0.935;tanh;8.47E-05;19;adaptive;493;sgd;1;1
0.935;identity;0.023602806;17;invscaling;245;lbfgs;1;1
0.905;tanh;8.83E-05;33;invscaling;893;lbfgs;1;1
0.935;logistic;0.006589154;50;constant;234;adam;1;1
0.935;identity;0.015218218;45;adaptive;500;lbfgs;1;1
0.935;logistic;1.89E-05;74;invscaling;169;lbfgs;1;1
0.935;logistic;1.60E-05;21;invscaling;622;adam;1;1
0.935;logistic;0.001254356;99;invscaling;177;adam;1;1
0.935;tanh;0.000171354;46;invscaling;363;adam;1;1
0.885;tanh;0.000368689;77;invscaling;663;sgd;1;1
0.935;relu;0.088821445;72;constant;599;sgd;1;1
0.935;identity;0.005207842;77;adaptive;235;lbfgs;1;1
0.935;identity;0.002909663;90;adaptive;977;lbfgs;1;1
0.935;relu;0.013245985;34;adaptive;545;lbfgs;1;1
0.64;identity;0.049419452;76;invscaling;177;sgd;1;1
0.935;tanh;9.54E-05;12;constant;564;sgd;1;1
0.935;relu;0.022794297;14;constant;644;adam;1;1
0.935;relu;8.43E-05;78;constant;385;adam;1;1
0.665;tanh;0.000185466;6;invscaling;286;sgd;1;1
0.575;identity;0.001566878;70;invscaling;444;sgd;1;1
0.935;relu;0.007221412;5;constant;389;adam;1;1
0.935;logistic;0.019749014;91;adaptive;121;sgd;1;1
0.935;identity;0.007124476;71;invscaling;664;adam;1;1
0.735;tanh;9.53E-05;92;invscaling;430;sgd;1;1
0.935;logistic;3.99E-05;39;invscaling;338;lbfgs;1;1
0.935;relu;0.034159559;41;invscaling;353;adam;1;1
0.935;relu;0.017985864;84;constant;236;adam;1;1
0.19;logistic;0.00826403;32;invscaling;806;sgd;1;1
0.935;logistic;0.002537516;35;constant;442;sgd;1;1
0.665;tanh;0.058041051;97;invscaling;773;sgd;1;1
0.935;relu;0.003579204;92;adaptive;241;lbfgs;1;1
0.935;identity;0.000106015;41;constant;312;sgd;1;1
0.935;logistic;7.59E-05;24;invscaling;462;sgd;1;1
0.935;relu;0.083382869;72;constant;415;adam;1;1
0.935;relu;0.082883581;45;constant;163;adam;1;1
0.935;relu;0.000176307;39;constant;575;sgd;1;1
0.94;tanh;0.043296569;10;constant;346;lbfgs;1;1
0.935;relu;0.00074872;19;constant;825;sgd;1;1
0.56;tanh;0.00430573;53;invscaling;949;sgd;1;1
0.935;logistic;0.060144396;68;constant;532;sgd;1;1
0.925;relu;0.016310209;76;adaptive;861;lbfgs;1;1
0.915;tanh;0.000198236;39;invscaling;290;lbfgs;1;1
0.925;tanh;0.053198844;26;invscaling;678;lbfgs;1;1
0.935;relu;9.90E-05;69;invscaling;495;adam;1;1
0.935;relu;0.000193535;39;constant;665;adam;1;1
0.935;logistic;2.68E-05;55;invscaling;529;sgd;1;1
0.935;tanh;0.000224793;81;adaptive;836;sgd;1;1
0.935;identity;0.013468645;93;adaptive;488;lbfgs;1;1
0.635;relu;1.76E-05;94;invscaling;508;sgd;1;1
0.935;logistic;6.08E-05;18;adaptive;983;adam;1;1
0.935;tanh;0.041584409;62;constant;496;adam;1;1
0.935;relu;0.001839201;56;invscaling;792;adam;1;1
0.915;relu;0.000162265;77;adaptive;983;lbfgs;1;1
0.47;identity;0.021580203;19;invscaling;685;sgd;1;1
0.935;logistic;0.000457298;28;invscaling;979;adam;1;1
0.935;logistic;0.038945971;68;adaptive;578;sgd;1;1
0.935;relu;0.000107117;4;constant;805;lbfgs;1;1
0.935;logistic;8.86E-05;10;adaptive;521;adam;1;1
0.935;logistic;0.070866637;79;adaptive;809;lbfgs;1;1
0.925;relu;0.000460458;82;constant;369;lbfgs;1;1
0.935;logistic;0.000212222;79;adaptive;961;adam;1;1
0.935;identity;0.003633122;73;adaptive;775;sgd;1;1
0.915;relu;0.000120303;90;constant;517;lbfgs;1;1
0.935;tanh;0.002369907;95;adaptive;544;adam;1;1
0.935;logistic;0.000405641;79;invscaling;506;sgd;1;1
0.915;tanh;0.000604869;52;constant;671;lbfgs;1;1
