value;params_activation;params_alpha;params_hidden_layer_sizes;params_learning_rate;params_max_iter;params_solver;scaled;pca
0.785365854;relu;0.063280327;91;adaptive;649;adam;0;0
0.726829268;identity;0.00188427;68;adaptive;388;sgd;0;0
0.531707317;relu;1.43E-05;36;invscaling;819;sgd;0;0
0.775609756;relu;1.86E-05;26;adaptive;314;adam;0;0
0.770731707;relu;0.000175368;44;constant;624;adam;0;0
0.497560976;logistic;0.001339314;60;invscaling;583;sgd;0;0
0.785365854;relu;0.076803101;54;adaptive;240;lbfgs;0;0
0.502439024;relu;7.41E-05;5;invscaling;444;sgd;0;0
0.770731707;tanh;0.092547345;86;adaptive;934;adam;0;0
0.72195122;relu;0.006382901;97;adaptive;681;adam;0;0
0.863414634;tanh;0.005645373;93;adaptive;542;lbfgs;0;0
0.502439024;relu;1.83E-05;60;adaptive;747;lbfgs;0;0
0.502439024;logistic;0.002289151;46;invscaling;103;sgd;0;0
0.497560976;tanh;0.002202538;2;adaptive;437;adam;0;0
0.682926829;relu;1.23E-05;28;adaptive;940;sgd;0;0
0.785365854;logistic;0.020204815;80;invscaling;965;lbfgs;0;0
0.756097561;relu;0.041093432;41;adaptive;533;adam;0;0
0.809756098;tanh;0.085263196;16;constant;345;adam;0;0
0.614634146;logistic;5.69E-05;84;constant;754;sgd;0;0
0.497560976;logistic;0.000350193;32;invscaling;857;sgd;0;0
0.985365854;tanh;0.002421526;82;adaptive;653;adam;1;0
0.790243902;identity;0.001603966;94;constant;847;sgd;1;0
0.814634146;relu;0.000140049;5;adaptive;411;sgd;1;0
0.8;logistic;0.005680094;54;constant;713;adam;1;0
0.780487805;logistic;0.041613758;12;constant;613;sgd;1;0
0.795121951;logistic;0.000147102;24;adaptive;929;adam;1;0
0.985365854;logistic;0.000240282;17;adaptive;763;lbfgs;1;0
0.780487805;logistic;0.075995807;64;adaptive;286;sgd;1;0
0.834146341;relu;0.000327454;96;adaptive;603;sgd;1;0
0.380487805;relu;0.001143478;92;invscaling;219;sgd;1;0
0.785365854;tanh;0.022849359;51;adaptive;952;sgd;1;0
0.985365854;relu;0.000165374;90;invscaling;688;lbfgs;1;0
0.912195122;logistic;2.75E-05;4;invscaling;666;lbfgs;1;0
0.804878049;identity;0.014547265;25;adaptive;915;adam;1;0
0.780487805;identity;0.013019703;23;invscaling;366;adam;1;0
0.985365854;tanh;0.000854084;61;invscaling;772;lbfgs;1;0
0.8;logistic;0.000208869;61;constant;798;adam;1;0
0.790243902;identity;3.37E-05;31;adaptive;278;adam;1;0
0.985365854;logistic;1.04E-05;43;adaptive;438;lbfgs;1;0
0.795121951;identity;0.001746284;57;adaptive;643;adam;1;0
0.892682927;tanh;0.0016992;18;adaptive;503;adam;1;0
0.795121951;identity;1.60E-05;22;invscaling;706;lbfgs;1;0
0.985365854;tanh;0.005483948;76;adaptive;522;lbfgs;1;0
0.985365854;relu;0.000416949;99;adaptive;664;lbfgs;1;0
0.795121951;logistic;0.014202208;70;adaptive;219;adam;1;0
0.809756098;logistic;0.021071132;20;adaptive;605;sgd;1;0
0.985365854;logistic;0.000117608;51;adaptive;827;lbfgs;1;0
0.873170732;tanh;0.016082315;79;adaptive;318;adam;1;0
0.834146341;relu;1.12E-05;44;adaptive;956;sgd;1;0
0.985365854;logistic;2.62E-05;34;adaptive;581;lbfgs;1;0
0.985365854;relu;0.000119237;68;adaptive;948;adam;1;0
0.892682927;relu;0.001691693;6;invscaling;952;adam;1;0
0.356097561;logistic;0.031625272;22;invscaling;753;sgd;1;0
0.795121951;identity;0.000578377;85;adaptive;622;lbfgs;1;0
0.829268293;relu;1.19E-05;72;constant;680;sgd;1;0
0.795121951;identity;0.012505245;67;invscaling;517;adam;1;0
0.985365854;tanh;0.001380417;36;adaptive;844;lbfgs;1;0
0.843902439;tanh;0.02034927;58;constant;215;adam;1;0
0.843902439;relu;0.008497841;69;adaptive;566;sgd;1;0
0.8;tanh;0.075003263;2;adaptive;504;sgd;1;0
0.985365854;tanh;0.000172069;34;constant;990;adam;1;0
0.985365854;relu;4.72E-05;91;constant;836;lbfgs;1;0
